link,abstract
/doi/10.1287/isre.2019.0891," Using a data set on mobile technologies and mobile money in the emerging markets from 2000 to 2014, we examine the demand patterns of mobile technologies and mobile money when multiple generations of mobile technologies coexist in the market and each generation of the technologies may be bundled with mobile money. Using a structural model, we estimate the own and cross price elasticities for both mobile technologies and mobile money, and the demand effects between mobile money and mobile technologies. We find that the current, dominant technology (i.e., 3G) tends to have more robust demand as compared with other technologies that are either declining (i.e., 1G and 2G) or new to the market (i.e., 4G), and that customers are more likely to substitute forward toward newer technologies than backward toward older technologies when the price increases for a technology. We also find that mobile money differentiates the market and mitigates competition for those firms that offer mobile money. Theoretical and managerial implications are also discussed."
/doi/10.1287/opre.2021.2103," We consider nonparametric production technologies characterized by several component production processes and allow both component-specific and shared inputs and outputs. Each process uses its specific inputs and an unknown part of the shared inputs to produce its specific outputs and an unknown part of the shared outputs. For the described setting, we develop two new models of production technologies, under the assumptions of variable and constant returns to scale (VRS and CRS). These models are based on the worst-case assumption about the allocation of the shared inputs and outputs to component processes and, therefore, do not require exact knowledge of the actual allocation. The new models are larger than the standard VRS and CRS technologies. We provide a formal axiomatic derivation of the new technologies, explore their dual interpretation, and demonstrate their usefulness in an application."
/doi/10.1287/trsc.2021.1065," As freight deliveries in cities increase due to retail fragmentation and e-commerce, parking is becoming a more and more relevant part of transportation. In fact, many freight vehicles in cities spend more time parked than they are moving. Moreover, part of the public parking space is shared with passenger vehicles, especially cars. Both arrival processes and parking and delivery processes are stochastic in nature. In order to develop a framework for analysis, we propose a queueing model for an urban parking system consisting of delivery bays and general on-street parking spaces. Freight vehicles may park both in the dedicated bays and in general on-street parking, whereas passenger vehicles only make use of general on-street parking. Our model allows us to create parsimonious insights into the behavior of a delivery bay parking stretch as part of a limited length of curbside. We are able to find explicit expressions for the relevant performance measures, and formally prove a number of monotonicity results. We further conduct a series of numerical experiments to show more intricate properties that cannot be shown analytically. The model helps us shed light onto the effects of allocating scarce urban curb space to dedicated unloading bays at the expense of general on-street parking. In particular, we show that allocating more space to dedicated delivery bays can also make passenger cars better off."
/doi/10.1287/inte.2014.0788," When we encounter an unexpected critical health problem, a hospital’s emergency department (ED) becomes our vital medical resource. Improving an ED’s timeliness of care, quality of care, and operational efficiency while reducing avoidable readmissions, is fraught with difficulties, which arise from complexity and uncertainty. In this paper, we describe an ED decision support system that couples machine learning, simulation, and optimization to address these improvement goals. The system allows healthcare administrators to globally optimize workflow, taking into account the uncertainties of incoming patient injuries and diseases and their associated care, thereby significantly reducing patient length of stay. This is achieved without changing physical layout, focusing instead on process consolidation, operations tracking, and staffing. First implemented at Grady Memorial Hospital in Atlanta, Georgia, the system helped reduce length of stay at Grady by roughly 33 percent. By repurposing existing resources, the hospital established a clinical decision unit that resulted in a 28 percent reduction in ED readmissions. Insights gained from the implementation also led to an investment in a walk-in center that eliminated more than 32 percent of the nonurgent-care cases from the ED. As a result of these improvements, the hospital enhanced its financial standing and achieved its target goal of an average ED length of stay of close to seven hours. ED and trauma efficiencies improved throughput by over 16 percent and reduced the number of patients who left without being seen by more than 30 percent. The annual revenue realized plus savings generated are approximately $190 million, a large amount relative to the hospital’s $1.5 billion annual economic impact. The underlying model, which we generalized, has been tested and implemented successfully at 10 other EDs and in other hospital units. The system offers significant advantages in that it permits a comprehensive analysis of the entire patient flow from registration to discharge, enables a decision maker to understand the complexities and interdependencies of individual steps in the process sequence, and ultimately allows the users to perform system optimization."
/doi/10.1287/mksc.1080.0367," We investigate biases in product valuation and usage decisions that arise when consumers consider a new generation of a product that offers an expanded set of capabilities of uncertain value. Two experiments using a novel computer game show evidence of a valuation-usage disparity : Participants display a high willingness to pay for a new version of the game that offers a new set of controls, but fail to fully exercise the option to use these controls after purchase. This discrepancy is attributed to a fundamental difference in how new capabilities are valued at the time of purchase versus use. Consumer usage decisions appear to be driven by such myopic concerns as a desire to avoid short-term learning costs, whereas purchase decisions often fail to take into account the factors that drive usage, and are further inflated by global optimism in the future usefulness of new capabilities. We show that this lack of foresight can be explained by an intertemporal judgment model in which consumers attempt to value the option to use new capabilities as would be prescribed by economic theory, but are prone to hyperbolic discounting in their temporal valuation of present versus future costs and benefits."
/doi/10.1287/trsc.1120.0439," This paper deals with one-to-many-to-one vehicle routing and scheduling problems with pickups and deliveries and studies the effect of various backhauling strategies. Initially, focus is given on problem instances with clustered backhauls where all delivery customers must be visited before pickup customers. Afterward, operational settings with mixed backhauls and varying visiting sequence restrictions with respect to the capacity of the vehicles are examined. The proposed solution method evolves a set of reference solutions on the basis of a novel Adaptive Path Relinking framework. The latter encompasses an adaptive multisolution recombination procedure to generate provisional solutions based on the recurrence of particular solution attributes. On return, these solutions are used as guiding points for performing search trajectories from initial reference solutions via tunneling. Computational results on benchmark data sets of the literature illustrate the competitiveness and robustness of the proposed approach compared to state-of-the-art solution methods for well-known vehicle routing and scheduling problems. Finally, various experiments are also reported to demonstrate the economic effect of different mixing levels and densities of linehaul and backhaul customers."
/doi/10.1287/isre.14.3.291.16563," This paper examines the evolution of portfolio of controls over the duration of outsourced information systems development (ISD) projects. Drawing on five cases, it concludes that many findings from research on control of internal ISD projects apply to the outsourced context as well, but with some interesting differences. The portfolios of control in outsourced projects are dominated by outcome controls, especially at the start of the project; although the precision and frequency of these controls varies across projects. Behavior controls are often added later in the project, as are controls aimed to encourage and enable vendor self–control. Clan controls were used in only two of the cases—when the client and vendor had shared goals, and when frequent interactions led to shared values. In general, the outsourced projects we studied began with relatively simple controls but often required significant additional controls after experiencing performance problems. Factors influencing the choice and evolution of controls are also examined."
/doi/10.1287/msom.2017.0697," This paper seeks an efficient way to screen a population of patients at risk for hepatocellular carcinoma when (1) each patient’s disease evolves stochastically and (2) there are limited screening resources shared by the population. Recent medical discoveries have shown that biological information can be learned at each screening to differentiate patients into varying levels of risk for cancer. We investigate how to exploit this knowledge to choose which patients to screen to maximize early-stage cancer detections while limiting resource usage. We model the problem as a family of restless bandits, with each patient’s disease progression evolving as a partially observable Markov decision process. We derive an optimal policy for this problem and discuss managerial insights into what characterizes more effective screening. To provide numerical evidence, we use two independent data sets of over 800 patients, one to train the optimal policy, and the other to build a computer simulation to act as a test bed for said policy. We are able to show that our policy detects 22% more early-stage cancers than current practice, while using the same amount of resource expenditure. We provide insights into the structure underlying our policy and discuss the implications of our findings. The e-companion is available at https://doi.org/10.1287/msom.2017.0697 ."
/doi/10.1287/orsc.2020.1399," Despite the large literature on alliance contract design, we know little about how transacting parties change and amend their underlying contracts during the execution of strategic alliances. Drawing on existing research in the alliance contracting literature, we develop the empirical question of how contract detail and prior ties influence the amount, direction, and type of change in such agreements during the collaboration. We generated a sample of 115 joint ventures (JVs) by distributing a survey to JV board members or top managers and found that the amount of contract change is negatively associated with the level of detail in the initial contract but is positively associated with the number of prior ties between alliance partners. In relation to the direction of contract change, we find that the level of detail of the initial agreements negatively correlates with the likelihood of removing or weakening existing provisions and that prior collaborative experience positively correlates with the likelihood of strengthening of existing provisions or adding of new ones. We also find that prior ties affect the type of change in that JV parents prefer to change enforcement provisions more so than the coordination provisions in the contract. Our paper generates new insights on the complementarities between relational governance and transaction cost economics perspectives on alliance contracting."
/doi/10.1287/stsc.2017.0033," We study the level of market competition as a determinant for the propensity of cooperation between startups entering new markets and incumbents operating in these markets. We provide ample empirical evidence suggesting that startups and incumbents are more likely to cooperate in the commercialization of startups’ technological innovations in markets with either high or low competition levels than in markets with moderate competition levels. Importantly, we further show that startups’ innovativeness has a contingent effect—it encourages cooperation at low-to-moderate levels of competition, but encourages competition at moderate-to-high levels of competition."
