link,abstract
/doi/10.1287/inte.11.3.75," This article presents the results of an extensive study of the current use of computer programs in MS curricula. Reporting the findings for 109 business schools, the authors rank the availability, use, and importance of 14 commonly used “canned” MS programs. We conclude that faculty interest in a package of MS computer programs analogous to SPSS is very high. However, current use of most programs, especially in larger business schools and doctoral programs, is not widespread. The study provides an overview of the state of the art in today's computer linkage with Management Science, and the computer hardware currently in use in US business schools."
/doi/10.1287/mksc.2018.1095," The interplay between innovation and the stock market has been extensively studied by scholars across all business disciplines. However, one phenomenon remains understudied: the association between innovation and stock market bubbles. Bubbles—defined as rapid increases and subsequent declines in stock prices—have been primarily examined by economists who generally do not focus on individual characteristics of innovations or on the consequences of bubbles for their parent firms. We set out to fill this gap in our paper. Using a sample of 51 major innovations introduced between 1825 and 2000, we test for bubbles in the stock prices of parent firms subsequent to the commercialization of these innovations. We identify bubbles in 73% of the cases. The magnitude of these bubbles increases with the radicalness of innovations, with their potential to generate indirect network effects, and with their public visibility at the time of commercialization. Moreover, we find that parent firms typically raise new equity capital during bubble periods and that the amount of equity raised is proportional to the magnitude of the bubble. Finally, we show that the buy-and-hold abnormal returns of parent firms are significantly positive between the beginning and the end of the bubble, suggesting that these innovations add value to their firm and to the economy, in spite of the bubble. Our findings have important implications for managers interested in commercializing innovations and for policy makers concerned with the stability of the financial system. Data and the online appendix are available at https://doi.org/10.1287/mksc.2018.1095 ."
/doi/10.1287/mnsc.2016.2670," Recent work suggests that an excessive focus on “managing the numbers”—delivering quarterly earnings at the expense of longer-term performance—makes it difficult for firms to make the investments necessary to build competitive advantage. “Short termism” has been blamed for everything from the decline of the U.S. automobile industry to the low penetration of techniques such as total quality management and continuous improvement. Yet a significant body of research suggests that firms that sacrifice long-term investment to manage earnings are often rewarded for doing so. This paper presents a model to help reconcile the tension between these apparently contradictory perspectives. We show that if the source of long-term advantage is modeled as a stock of capability that accumulates over time, the intensity of the firm’s effort to manage short-term earnings at the expense of long-term investment can have very different consequences depending on whether the firm’s capability is close to a critical “tipping threshold.” When the firm operates above this threshold, aggressively managing earnings smooths revenue and cash flow with few long-term consequences. Below it, managing earnings can tip the firm into a vicious cycle of accelerating decline. Our results have important implications for understanding managerial incentives and the internal processes that create sustained advantage. This paper was accepted by Bruno Cassiman, business strategy ."
/doi/10.1287/mnsc.2015.2406," The introduction of tablets in online retailing has created an additional touchpoint through which e-commerce firms can interact with consumers. In this paper, we seek to understand and measure the causal impact of tablets on e-commerce sales. In doing so, we examine the complementary and substitution impact of the tablet channel on the smartphone and PC channels. We rely on a unique data set from Alibaba, the largest e-commerce firm in the world, and exploit a natural experiment via the iPad app introduction to empirically identify our results. The results show that users’ adoption of tablets enhanced the overall growth of Alibaba’s e-commerce market, with an annual increase of approximately US$923.5 million. Our results demonstrate that the tablet channel acts as a substitute for the PC channel while it acts as a complement for the smartphone channel. Furthermore, the use of tablets spurs casual browsing, which leads to the purchase of more impulse products and a wider diversity of products. Cross-device browsing behavior is found to enhance sales outcomes, and the degree of interrelationships between devices varies across the course of the day. We provide insights for retailers about how they can increase their sales volume and revenue in the emerging tablet economy. This paper was accepted by Anandhi Bharadwaj, information systems ."
/doi/10.1287/opre.2019.1949," As self-interested individuals (“agents”) make decisions over time, they utilize information revealed by other agents in the past and produce information that may help agents in the future. This phenomenon is common in a wide range of scenarios in the Internet economy, as well as in medical decisions. Each agent would like to exploit : select the best action given the current information, but would prefer the previous agents to explore : try out various alternatives to collect information. A social planner, by means of a carefully designed recommendation policy, can incentivize the agents to balance the exploration and exploitation so as to maximize social welfare. We model the planner’s recommendation policy as a multiarm bandit algorithm under incentive-compatibility constraints induced by agents’ Bayesian priors. We design a bandit algorithm which is incentive-compatible and has asymptotically optimal performance, as expressed by regret. Further, we provide a black-box reduction from an arbitrary multiarm bandit algorithm to an incentive-compatible one, with only a constant multiplicative increase in regret. This reduction works for very general bandit settings that incorporate contexts and arbitrary partial feedback."
/doi/10.1287/inte.6.1pt2.43," The Kansas Legistlature in 1968 provided for the reclamation of land strip-mined for coal after January 1, 1969, but there was no provision for the reclamation of the approximately 50,000 acres strip-mined in Southeast Kansas prior to that date. Concern of the residents of the area to return the land to productive use and concern of the Kansas Geological Survey with the conflict between mineral production and other social and economic activities in rural areas resulted in the formation of an “Action Group” with the purpose of: (1) determining strip-mined land ownership and availability for redevelopment; (2) determining and demonstrating productive use of strip-mined land; and (3) determining sources of funds for redevelopment projects. Initial contact with land owners indicated a reluctance to reclaim their land; essentially, there were no funds available for reclamation. Several means for overcoming the lack of money and reluctance of landowners to participate in reclamation were tried, but with no success. Finally, basic data gathered from agriculture agencies were computerized. Linear programming and modeling of one rancher's operation indicated cattle grazing to be profitable on reclaimed land. An interactive computer program was developed to allow landowners to evaluate their own expectations. Output from the model and the linear program were used to convince a governmental agency to share the cost of demonstration projects totaling 1,300 acres. Five thousand acres have been reclaimed in Kansas, as of July 1, 1974, with an economic impact of $2,000,000 on the region. This once unproductive land generates $1,000,000 annually. Most significantly, the tax base has been increased for many school districts and political divisions located in heavily strip-mined areas."
/doi/10.1287/orsc.1120.0796," The ongoing fragmentation of work has resulted in a narrowing of tasks into smaller pieces that can be sent outside the organization and, in many instances, around the world. This trend is shifting the boundaries of organizations and leading to increased outsourcing. Though the consolidation of volume may lead to productivity improvement, little is known about how this shift toward outsourcing influences learning by providers of outsourced services. When producing output, the content of the knowledge gained can vary from one unit to the next. One dimension along which output can vary—a dimension with particular relevance in outsourcing—is the end customer for whom it is produced. The performance benefits of such customer experience remain largely unexamined. We explore this dimension of volume-based learning in a setting where doctors at an outsourcing firm complete radiological reads for hospital customers. We examine more than 2.7 million cases read by 97 radiologists for 1,431 customers and find evidence supporting the benefits of customer-specific experience accumulated by individual radiologists. Additionally, we find that variety in an individual’s customer experience may increase the rate of individual learning from customer-specific experience for a focal task. Finally, we find that the level of experience with a customer for the entire outsourcing firm also yields learning and that the degree of customer depth moderates the impact of customer-specific experience at the individual level. We discuss the implications of our results for the study of learning as well as for providers and consumers of outsourced services."
/doi/10.1287/opre.2016.1527," This paper focuses on revealed preference tests of the collective model of household consumption. We start by showing that the decision problems corresponding to testing collective rationality are NP-complete. This makes the application of these tests problematic for (increasingly available) large(r)-scale data sets. We then present two approaches to overcome this negative result. First, we introduce exact algorithms based on mixed-integer programming (MIP) formulations of the collective rationality tests, which can be usefully applied to medium-sized data sets. Next, we propose simulated annealing heuristics, which allow for efficient testing of the collective model in the case of large data sets. We illustrate our methods by a number of computational experiments based on Dutch labor supply data."
/doi/10.1287/inte.6.1pt2.64," This case heard before the National Energy Board (NEB) in 1966 and the decision of Lester B. Pearson's government to reject the Trans Canada Pipe Lines - Great Lakes Gas Transmission project in its original form, marks the first occasion where management science had a determining impact on Canadian public policy. It also marked a psychological breakthrough within the NEB's organization as it provided its newly created Operations Research Branch with the essential credibility base in order to effectively influence NEB's decision-making process. This paper describes TCPL's application of 1966 to expand East/West flow of natural gas by construction of a new, larger diameter pipeline, passing in the United States, south of the Great Lakes rather than expanding the TCPL system north of the Great Lakes. In support of its application, Trans Canada filed an extensive study to demonstrate that the Great Lakes proposal would result in lower costs of natural gas transportation than the expansion of its existing system and would open up new markets for Canadian natural gas in the north central region of the U. S. This paper shows how Operations Research Branch dissented with Trans Canada's position and managed to convince NEB's chairman and key branch heads that a number of staff studies had to be performed before arriving at a conclusion. These O-R studies ranged from the assessment of new pipeline technology to the use of various O-R techniques. These O-R studies met with varying degrees of acceptance; however, the contribution that had the most significant impact was a new methodology for comparison of transportation costs via two alternative routes serving different markets. Furthermore, the O-R branch performed differential economic impact studies to take into account the multiplier effects on the Canadian economy of the two projects which indicated an estimated advantage of a billion dollars in favour of expanding the Northern route. In the end a compromise solution which maintained the Northern loop as the main gas transmission system of TCPL was adopted."
/doi/10.1287/isre.2017.0712," We empirically examine the impact of expanded product variety on demand concentration using large data sets from the movie rental industry as our test bed. We find that product variety is likely to increase demand concentration, which goes against the “long tail effect” theory predicting that demand will become less concentrated on “hit” products because of expanded product variety. We further provide evidence that this finding is not due to introducing many low-selling niche products, as the intuition might suggest. Instead, we discover that increasing product variety diversifies the demand away from each movie title, but less significantly for hits than for niche products. In particular, we find that increasing product variety by 1,000 titles may increase the Gini coefficient of DVD rentals by 0.0029, which translates to increasing the market share of the top 1% of DVDs by 1.96% and the market share of the top 10% of DVDs by 0.58%. At the same time, the market share of the bottom 1% of DVDs is reduced by 21.29%, while the market share of the bottom 10% of DVDs is reduced by 5.28%. We rule out alternative explanations using a variety of long tail metrics, capturing movie format/distribution channel interaction and customer heterogeneity, while making use of instrumental variables."
