link,abstract
/doi/10.1287/mksc.2017.1038," We use monthly sales of all wines, beer, and spirits sold between 2006 and 2011 by Sweden’s retail monopoly on alcohol to estimate the causal effect of retail distribution on market share by volume at the product level. Products are defined at the level of the stock-keeping unit. Two institutional features are key to identifying the causal effect: First, the monopolist uses four levels of retail distribution; a change in retail distribution is therefore associated with a discrete shift in the number of stores that carry a product in a given month. Second, the retailer is legally bound and monitored by the European Union to ensure that it acts in a non-discriminatory manner with all its suppliers. These features allow us to rule out many possible confounding factors in estimating the effect of distribution on sales volume. We find large and statistically significant effects from changes in retail distribution on market share by volume across all levels of retail distribution. The associated volume elasticity of retail distribution is convex; the wider the retail distribution the greater the marginal volume increase from further widening. In this market, wider distribution means reaching stores with successively smaller assortment. Our results indicate that the smaller assortment in smaller stores, coupled with a low resistance to compromise, is the main reason for the convex pattern. In other words, convexity appears to be generated by products achieving “a larger share of a smaller pie” as retail distribution expands. Data are available at https://doi.org/10.1287/mksc.2017.1038 ."
/doi/10.1287/isre.1080.0228," This paper investigates the practice-based learning dynamics that emerge among peers who share occupational practices but do not necessarily work with each other or even know each other because of geographical or organizational distance. To do so, it draws on the literatures on situated learning, networks of practice, and information infrastructures, and on insights from a longitudinal case study of the implementation of a Web-based information system used by people working in the field of environmental health. The system was deeply involved in the transformations of local practices as well as relationships between peers. Based on a dialogue between existing literatures and observations from the case study, this research extends the practice-based perspective on learning to the computer-mediated context of a network of practice. To that effect, it proposes a model of what we call trans-situated learning that is supported by the local universality of an information infrastructure whose use becomes embedded with other infrastructures."
/doi/10.1287/msom.2020.0911," Problem definition : Project outsourcing has been a pronounced trend in many industries but is also recognized as a major cause for project delays. We study how companies can coordinate outsourced projects with uncertain completion times through bilateral contract negotiations. Academic/practical relevance : Misaligned subcontractor incentives may result in substantial losses to both project clients and subcontractors. Coordinating subcontractors’ efforts through proper contracts is imperative to the success of project outsourcing. Most previous studies on project contracting have not addressed subcontractors’ bargaining powers or the dynamic bargaining process in negotiations. We fill in this gap by studying bilateral bargaining between the client and subcontractors, which better reflects real-world negotiations. Methodology : We model project contract negotiations as a multiunit bilateral bargaining game. We derive the conditions such that bilateral negotiations can achieve system coordination and characterize the equilibrium negotiation outcomes. We then compare the conditions and equilibria under various model settings to study their impact on project contracting. Results : Our study uncovers how the coordination of project outsourcing is impacted by the contract form, bargaining power structure, precedence network topology, payment timing, external opportunities, and negotiation protocols. For single-task projects, the widely used fixed-price (cost-plus) contract can achieve system coordination only when the subcontractor (client) possesses full bargaining power. Cost-sharing and time-based incentive contracts, which perform well for single-task projects, may not be effective for projects with parallel tasks when any subcontractor’s bargaining power is sufficiently high. Projects with serial tasks can be coordinated only under certain extreme bargaining power structures. Delaying payments always exacerbates the incentive misalignment. Managerial implications : Our analysis provides insights and guidelines to companies regarding how to select proper contract forms and payment timing schemes, based on the characteristics of the projects and subcontractors, to ensure the effectiveness of project outsourcing. Our results also highlight the importance of bargaining modeling in project contracting."
/doi/10.1287/mnsc.2018.3280," How do emerging market corporates fare during periods of currency depreciation? We find that nonfinancial firms that exploit favorable global financing conditions to issue U.S. dollar bonds and build cash balances are also those whose share price is most vulnerable to local currency depreciation. In particular, firms’ vulnerability to currency depreciation derives less from the foreign currency debt as such, and more from the cash balances that are built up by using foreign currency debt. Overall, our results point to a financial motive for dollar bond issuance by emerging market firms in carry trade–like transactions that leave them vulnerable in an environment of dollar strength. This paper was accepted by Gustavo Manso, finance."
/doi/10.1287/opre.2015.1448," We study the evolution of opinions (or beliefs) over a social network modeled as a signed graph. The sign attached to an edge in this graph characterizes whether the corresponding individuals or end nodes are friends (positive links) or enemies (negative links). Pairs of nodes are randomly selected to interact over time, and when two nodes interact, each of them updates its opinion based on the opinion of the other node and the sign of the corresponding link. This model generalizes the DeGroot model to account for negative links: when two adversaries interact, their opinions go in opposite directions. We provide conditions for convergence and divergence in expectation, in mean-square, and in almost sure sense and exhibit phase transition phenomena for these notions of convergence depending on the parameters of the opinion update model and on the structure of the underlying graph. We establish a no-survivor theorem, stating that the difference in opinions of any two nodes diverges whenever opinions in the network diverge as a whole. We also prove a live-or-die lemma, indicating that almost surely, the opinions either converge to an agreement or diverge. Finally, we extend our analysis to cases where opinions have hard lower and upper limits. In these cases, we study when and how opinions may become asymptotically clustered to the belief boundaries and highlight the crucial influence of (strong or weak) structural balance of the underlying network on this clustering phenomenon."
/doi/10.1287/mnsc.1110.1484," Entrepreneurs that were employed by successful industry incumbents prior to founding tend to confer advantages on their new organizations. We propose and then demonstrate a similar “network progeny” effect rooted in the social relationships that form among entrepreneurs. Our analysis of new entrants into the Ontario wine industry shows that prefounding friendship ties of the founders of one especially prominent entrepreneurial firm led to significantly higher ice wine prices. This attests to the promise of a network progeny extension of the parent–progeny account of new firm success. Follow-on analysis indicates that this effect is not attributable to an entrant's ability to make ice wines of superior quality or to it having access to better distribution knowledge. We therefore conclude that having a social tie to this prominent entrepreneurial firm generated reflected prominence that enhanced the valuations and therefore prices of wines made by connected market entrants. This paper was accepted by Jesper Sørensen, organizations."
/doi/10.1287/trsc.1120.0450," Congestion pricing, one of the effective tools to reduce congestion in a transportation network, may cause inequity among commuters if the differences in their value of time (VOT) are not properly taken into account. In this paper, we develop a bimodal competition model within the context of nonidentical commuters and departure time choice to study toll design, mode share, and benefit distribution problems. We first show that for a single bottleneck without schedule-late delay, commuters pass the bottleneck in increasing order of VOT under an optimal dynamic toll, and the optimal toll curve is strictly increasing and convex. Equipped with this result, we then derive the corresponding toll patterns, departure profiles, mode share, and user benefits in the morning commute under congestion tolls. We find that a queue-eliminating dynamic toll on the highway can drive the two-mode system to optimum, and it is Pareto improving. However, when a constant toll is used, commuters in the middle of the VOT distribution are possibly made worse off by the toll. By proposing a transit subsidy together with a toll charge on the highway, we obtain a core of feasible toll plus subsidy schemes that can simultaneously achieve three goals: driving the system toward optimum, benefiting every commuter, and financing itself without external investment. The results show that to be in this core, the toll charge can neither be too low nor too high."
/doi/10.1287/mksc.2014.0869," Conventional wisdom suggests that when firms face a negative externality like gray marketing (i.e., the selling of branded goods outside of the manufacturer’s authorized channels), an effective strategy to reduce the negative impact is to centralize decision making. Nevertheless, in industries with significant gray marketing, we observe many firms with decentralized decision making. Our study assesses whether decentralized decision making can be optimal when a manufacturer faces gray market distribution. We consider a market where a focal firm competes with an existing competitor that produces a differentiated product and a gray marketer that sources an identical product from a lower-priced foreign market. We find that decentralization is optimal under quantity-based competition, provided the gray market is relatively uncompetitive and the level of competitive intensity between the focal firm and the competitor is high. Decentralization leads a firm to make aggressive production decisions, which leads to lower prices, yet it also leads to higher market share for the firm compared to centralization. When the level of competitive intensity between a firm and its competitor is high, the gain in market share more than offsets the loss due to lower prices. As a result, the focal firm is better off decentralizing its operations independent of (a) whether the competitor operates in the foreign market, and (b) the competitor’s organizational structure. This finding contradicts the belief that centralized decision making is always optimal when authorized manufacturers attempt to limit the negative impact of gray markets. The findings also provide insight to understand why firms might employ decentralized decision making in industries where gray markets are active."
/doi/10.1287/orsc.7.5.502," Firms are organizations that represent social knowledge of coordination and learning. But why should their boundaries demarcate quantitative shifts in the knowledge and capability of their members? Should not knowledge reside also in a network of interacting firms? This line of questioning presents the challenge to state an alternative view to the “theory of the firm,” a theory that has moved from Coase's early treatment of what firms do to a concern with ownership, incentives, and self-interest. We return to Coase's original insight in understanding the cost and benefits of a firm but based on a view that individuals are characterized by an “unsocial sociality.” Does the perception of opportunism generate the need to integrate market transactions into the firm, or do boundaries of the firm lead to the attribution of opportunism? This basic dichotomy between self-interest and the longing to belong is the behavioral underpinning to the superiority of firms over markets in resolving a fundamental dilemma: productivity grows with the division of labor but specialization increases the costs of communication and coordination. The knowledge of the firm has an economic value over market transactions when identity leads to social knowledge that supports coordination and communication. Through identification, procedural rules are learned, and coordination and communication are facilitated across individuals and groups of diverse specialized competence. A firm is distinct from a market because coordination, communication, and learning are situated not only physically in locality, but also mentally in an identity. Since identity implies a moral order as well as rules of exclusion, there are limitations and costs to relying upon a firm for exchange as opposed to the market. These costs are not necessarily those traditionally assigned to the category of decreasing returns to hierarchy. For example, an identity implies that some practices, and businesses, may be notionally inconsistent with each other. Norms of procedural justice that are identified with a firm imply that not all technically feasible complements are permissible within the logic of a shared identity. There is consequently a cost to an identity that offsets the benefits. Because the assemblage of elements that compose an organization are subject to requirements of consistency, identities rule out potentially interesting avenues of innovation and creativity. We illustrate these ideas by returning to the original prisoners’ dilemma game and by an analysis of the coherence of a firm as a search for complements that are consistent with norms of procedural justice. We argue that the underlying dynamic of a prisoners' dilemma game reveals the problems of coordination, communication, and conflicts in norms of justice when players are deprived of social knowledge and shared identity. Similarly, the determination of a firm's coherence arises out of the demand for a moral and notional consistency in the “categorization” of its activities, as opposed to a technological necessity. These ideas are illustrated through an empirical examination of logical complements in high performance work systems."
/doi/10.1287/orsc.8.3.257," The authors examine the meaning of control in international joint ventures (IJVs) and the relationships of potential means of control in such organizations to the performance satisfaction of the foreign partner. They propose a conceptual model that provides both a traditional ownership-focused internalization perspective on those issues and an integrated approach combining a broader transaction cost interpretation of control with a resource input-based bargaining power model. A set of simultaneous structural equations with endogenous explanatory variables provides multiple possible paths from various resource and power inputs through different means of control to perceived performance satisfaction. In such a model, intermediate variables act both as dependent and independent variables; thus the complex theoretical interactions of the variables are modeled more comprehensively and realistically than in single-equation models. To test the model and compare the theoretical relationships, the authors used data from a survey of managers in Norwegian multinational firms having at least one IJV. For structural equation modeling with latent variables, they used the LISREL VII program that simultaneously fits the measured variables to the latent variables and provides a maximum likelihood solution for the structural equation system. The results clearly reject the traditional internalization approach to IJV governance that relies strictly on ownership share to delineate degree of control. However, relative resource input has a strong relationship to relative bargaining of the parent companies, which then drives equity share, control over specific activities, and perceptions of overall control of the IJV. That result supports a bargaining-power-based model of IJV control. The relatedness of the strategic resources of the parent and the joint venture also drives specific control, implying that although transaction risk is important to governance, governance is provided by specific control rather than ownership level. Perceptions of performance are strongly and positively related to overall control. Those results suggest that specialized control provides both protection and exploitation of key resource inputs and is gained through increased bargaining power. Higher levels of specific control result in a perception of overall control and thereby satisfaction with perceived levels of IJV performance among foreign parent company managers. Interestingly, traditional exogenous determinants of IJV control and performance such as government mandates, cultural similarity, and international experience levels fail to provide significant effects. Rather, the focus is on endogenous aspects of the parent-IJV relationship, suggesting that the key to parent firm satisfaction with an IJV is control over operations that use key strategic inputs from the parent."
