link,abstract
/doi/10.1287/mnsc.1030.0184," Traditionally, integration has been studied at the country level. With increasing economic integration, industrial reorganization, and blurring of national boundaries (e.g., European Union (EU)), it is important to investigate global integration at the industry level. We argue that country-level integration (segmentation) does not preclude industry-level segmentation (integration). Indeed, our results suggest that a country is integrated with (segmented from) the world capital markets only if most of her industries are integrated (segmented). We also show that although global industry risk is small, it can be priced for certain industries. Industries that are priced differently from either the world or domestic markets represent incremental opportunities for international diversification."
/doi/10.1287/orsc.1050.0155," The National Science Foundation (NSF) is the primary federal agency funding nonmedical research in the United States. However, relatively few organizational researchers consider approaching the agency, despite the funds it has available. It is easy to understand why: The agency has a reputation for preferring “hard science” and quantitative approaches, and there is no obvious home for organizational studies in the agency. NSF programs appear to recognize psychological and small-group research on the one hand, and sociological research on the other, with little emphasis on organizations. There are, however, several programs that have funded research on organizations, or relevant to organizations. Additionally, the NSF regularly solicits advice and direction from researchers on new directions for focus and attention. We argue that organization researchers should indeed approach NSF with robust research proposals. We provide suggestions for finding an appropriate application “home” within NSF. We also discuss the process of proposal preparation, offering suggestions on how to prepare a persuasive proposal, with comments on how the review process works. Finally, we close with a clarion call for organization researchers to help NSF understand the importance of organizations, and thus of organization research, to the whole array of the agency’s other research interests—to the effective practice of science; to organizing human activity, including economic and educational activity; and to management and governance of human activities in general. As such, we argue, NSF has a stake in organizational research—and organizational researchers have a stake in NSF."
/doi/10.1287/mnsc.2019.3456," We examine the shareholder wealth effects of the adoption of the UK Modern Slavery Act 2015 (MSA). The MSA’s Transparency in Supply Chains clause introduced new reporting requirements mandating certain firms to provide an annual statement outlining how they identify and mitigate modern slavery in their business and supply chain. An event study of stock price reactions of UK firms covered by the MSA to eight events associated with its adoption provides no evidence of abnormal stock returns. We do, however, uncover significant cross-sectional differences in stock price reactions, with results suggesting that the MSA provides a competitive advantage to firms with a demonstrated track record of addressing slavery risk. We find no effects for preregulatory corporate social responsibility disclosure levels on stock price reactions. Our findings highlight the economic value of maintaining socially responsible sourcing practices and inform the current policy debate on the importance of greater transparency in corporate supply chains. This paper was accepted by Gad Allon, operations management."
/doi/10.1287/mnsc.1070.0788," The format of pricing contracts varies substantially across business contexts, a major variable being whether a contract imposes a fixed fee payment. This paper examines how the use of the fixed fee in pricing contracts affects market outcomes of a manufacturer-retailer channel. Standard economic theories predict that channel efficiency increases with the introduction of the fixed fee and is invariant to its framing. We conduct a laboratory experiment to test these predictions. Surprisingly, the introduction of the fixed fee fails to increase channel efficiency. Moreover, the framing of the fixed fee does make a difference: an opaque frame as quantity discounts achieves higher channel efficiency than a salient frame as a two-part tariff, although these two contractual formats are theoretically equivalent. To account for these anomalies, we generalize the standard economic model by allowing the retailer's utilities to be reference dependent so that the up-front fixed fee payment is perceived as a loss and the subsequent retail profits as a gain. We embed this reference-dependent utility function in a quantal response equilibrium framework where the retailer is allowed to make decision mistakes due to computational complexity. The key prediction of this behavioral model is that channel efficiency decreases with loss aversion for sufficiently Nash-rational retailers. Consistent with this prediction, the estimated loss-aversion coefficient is 1.37 in the two-part tariff condition, significantly higher than 1.27 in the quantity discount condition. At the same time, loss aversion dominates contract complexity in explaining the data. Lastly, we conduct a follow-up experiment to confirm the central role of loss aversion as a behavioral driver. In one condition, the retailer becomes less loss averse when we temporally compress the fixed fee payment and the realization of retail profits, which supports the loss aversion theory. In the other condition, the retailer's contract acceptance rate does not decline when we reward the manufacturer a higher cash payment for each experimental point earned, which rules out the competing hypothesis that the retailer rejects contract offers due to fairness concerns."
/doi/10.1287/mnsc.1070.0829," To motivate buyers to increase their order quantity, suppliers often rely on a well-established and widely used approach—they offer quantity discounts. This practice is in large part driven to obtain improved economies in transportation through higher truckload utilization. Recently, transportation rates, which are increasing faster than other costs, have become a larger portion of total net landed cost, placing the traditional quantity-discount practices under scrutiny. Many suppliers are left perplexed as to why their approach is not effective anymore, and some are even concerned that their overall profits may have actually decreased due to their discount parameters. In this paper, we study a multiperiod model, with a buyer facing stochastic end-item demand and a supplier offering an all-units quantity discount to him, to understand better the dynamics of such systems. We provide guidelines and insights on how to set effective discount parameters, and when not to expect much from them. We derive the optimal policy of the buyer, develop insights as to why the policy is complex, study the supplier's profit as a function of her offered quantity-discount scheme (accommodating the buyer's optimal policy), and discover a new phenomenon that is distinct and structurally different from the well-known bullwhip effect."
/doi/10.1287/orsc.2017.1155," What role do social connections play in the labor market? A vast, influential literature has detailed the ways in which ties facilitate the flow of information about job opportunities to workers as well as endorsements or referrals of workers to firms. We propose that this role is not constrained to an informational one alone. Rather, relationships between workers can enable a collective job-matching process that facilitates the transfer of shared human capital from one organization to another. Yet “comobility” has been studied only occasionally and among elite workers in particular industries. This study delivers both fieldwork as well as large-sample analysis among all nongovernmental workers in Denmark, finding a 5.5% wage premium for those who move jointly instead of independently, both in the full sample as well as when applying strict matching or fixed effects for workers or firms. Co-movers whose skills are related but not identical capture a higher premium, and the wage gains associated with comobility are not limited to highly skilled workers but rather obtain across a wide range of occupations. Robustness tests establish that the wage premium associated with comobility is not driven by efforts to capture “prized” workers, by employee referrals, or by aggressive hiring by firms. This study provides the first quantification of the anticipated value of comobility, suggesting that both workers and firms may want to revisit individualistic assumptions about how labor markets function. More broadly, our findings show that social relationships can transfer not only information but jointly held human capital across organizational boundaries."
/doi/10.1287/mnsc.2017.2966," Both theory and empirical evidence suggest that managers’ career concerns can serve as an important source of implicit economic incentives. We examine how incentives for political promotion are related to compensation policy and firm performance in Chinese state-owned enterprises. We find that the likelihood that the CEO receives a political promotion is positively related to firm performance. We also find that CEOs with a higher likelihood of political promotion have lower pay levels and lower pay–performance sensitivity. Overall, the evidence suggests that competition in the political job market helps mitigate weak monetary incentives for CEOs in China. Data are available at https://doi.org/10.1287/mnsc.2017.2966 . This paper was accepted by Lauren Cohen, finance."
/doi/10.1287/mantech.3.1.33," Management, itself, has come to accept, to an increasing extent, a new definition of its functions. Perhaps, in this evolution is to be found the hope of the future, based upon managerial acceptance of new concepts, new interpretations, and rejection of some old concepts—economic, political, sociological, and ethical. (Epigraph by George Fillipetti, Industrial Management in Transition , p. 328.) Management Technology , ISSN 0542-4917, was published as a separate journal from 1960 to 1964. In 1965 it was merged into Management Science ."
/doi/10.1287/mnsc.47.8.1063.10227," The aim of this research is to study the effects of real exchange rates on the long-term ownership strategies of production facilities of firms entering foreign markets. Among the strategies considered are exporting (EXP), joint ventures with local partners (JV), and wholly owned production facilities (WOS) in the foreign country. Our research takes a first step in modeling the influence of exchange rates on the choice and dynamic adjustment of such strategies. The insights obtained from our modeling analysis are then translated into testable hypotheses and empirically verified with the use of firm level data from U.S. multinational corporations (both at the firm and a more aggregate level). An insightful result of our model is the identification of a hysteresis phenomenon that characterizes switching behavior between strategies in the presence of switchover cost. The magnitude of the hysteresis band, which is a measure of the inertia associated with keeping the current ownership structure, is affected by a multiplicity of factors such as exchange rate volatility and market power of the entering firm. Analytical and numerical results on the effects of such factors on the hysteresis band are provided. The four testable hypotheses generated from our modeling analysis are rigorously tested with the use of a multinomial logit model on data obtained from the Harvard Multinational Enterprise database, and a data set maintained by the Bureau of Economic Analysis, the U.S. Department of Commerce. The empirical results strongly support our insights that relatively depreciated real exchange rates (i.e., weak home currency) favor (a) the JV over the WOS and (b) EXP mode over the WOS or JV. Finally, we summarize our results into useful guidelines for global production managers."
/doi/10.1287/orsc.1040.0081," This research elaborated and empirically tested the individual action component of the collective action model as applied to individual contributions to organizational information commons. The model extended prior theory and research by making six elaborations on the classic collective action model based on unique characteristics of information goods compared to material collective goods. The structural equation model was tested via LISREL analyses of data provided by 781 respondents in three high-tech firms who had access to corporate intranets as shared information goods. The results were highly similar across organizations and indicated that (a) level of production, information retrieval, and cost predicted the perceived value of information, (b) information value and cost predicted gain, and (c) information retrieval and gain predicted the level of individual contributions to the commons."
