link,abstract
/doi/10.1287/inte.28.3.34," To examine the costs and consequences of prophylaxis against cytomegalovirus (CMV) infection, we developed a compartmental model of the natural history of late-stage HIV disease. We used data on the progression of illness, economic costs, the incidence of infections, the efficacy and toxicity of therapy, and patient quality of life from national cohort studies, randomized clinical trials, and resource-utilization surveys. We found that CMV prophylaxis confers additional quality-adjusted life-years at a lower-bound, marginal cost of $160,000. While this cost-effectiveness result compares unfavorably with alternative uses of scarce resources, it is sensitive to assumptions regarding the price of therapy and the incidence of infection."
/doi/10.1287/msom.2017.0644," Carsharing has been considered as an effective means to increase mobility and reduce personal vehicle usage and related carbon emissions. In this paper, we consider problems of allocating a carshare fleet to service zones under uncertain one-way and round-trip rental demand. We employ a two-stage stochastic integer programming model, in the first stage of which we allocate shared vehicle fleet and purchase parking lots or permits in reservation-based or free-floating systems. In the second stage, we generate a finite set of samples to represent demand uncertainty and construct a spatial–temporal network for each sample to model vehicle movement and the corresponding rental revenue, operating cost, and penalties from unserved demand. We minimize the expected total costs minus profit and develop branch-and-cut algorithms with mixed-integer, rounding-enhanced Benders cuts, which can significantly improve computation efficiency when implemented in parallel computing. We apply our model to a data set of Zipcar in the Boston–Cambridge, Massachusetts, area to demonstrate the efficacy of our approaches and draw insights on carshare management. Our results show that exogenously given one-way demand can increase carshare profitability under given one-way and round-trip price differences and vehicle relocation cost whereas endogenously generated one-way demand as a result of pricing and strategic customer behavior may decrease carshare profitability. Our model can also be applied in a rolling-horizon framework to deliver optimized vehicle relocation decisions and achieve significant improvement over an intuitive fleet-rebalancing policy. The online appendix is available at https://doi.org/10.1287/msom.2017.0644 ."
/doi/10.1287/mksc.2019.1159," This paper presents a methodology for identifying groups of products that exhibit similar patterns in demand and responsiveness to changes in price using store-level sales data. We use the concept of economic separability as the basis for establishing similarity between products and build a weakly separable model of aggregate demand. A common issue with separable demand models is that the partition of products into separable groups must be known a priori, which severely shrinks the set of admissible substitution patterns. We develop a methodology that allows the partition to be an estimated model parameter. In particular, we specify a log-linear demand system in which weak separability induces equality restrictions on a subset of cross-price elasticity parameters. An advantage of our approach is that we are able to find groups of separable products rather than just test whether a given set of groups is separable. Our method is applied to two aggregate, store-level data sets. We find evidence that the separable structure of demand can be inconsistent with category labels, which has implications for optimal category marketing strategies."
/doi/10.1287/ijoo.2019.0048," We first propose a semi-proximal augmented Lagrangian-based decomposition method to directly solve the primal form of a convex composite quadratic conic-programming problem with a primal block-angular structure. Using our algorithmic framework, we are able to naturally derive several well-known augmented Lagrangian-based decomposition methods for stochastic programming, such as the diagonal quadratic approximation method of Mulvey and Ruszczyński. Although it is natural to develop an augmented Lagrangian decomposition algorithm based on the primal problem, here, we demonstrate that it is, in fact, numerically more economical to solve the dual problem by an appropriately designed decomposition algorithm. In particular, we propose a semi-proximal symmetric Gauss–Seidel-based alternating direction method of multipliers (sGS-ADMM) for solving the corresponding dual problem. Numerical results show that our dual-based sGS-ADMM algorithm can very efficiently solve some very large instances of primal block-angular convex quadratic-programming problems. For example, one instance with more than 300,000 linear constraints and 12.5 million nonnegative variables is solved to the accuracy of 10 -5 in the relative KKT residual in less than a minute on a modest desktop computer."
/doi/10.1287/opre.2019.1954," A matching in a two-sided market often incurs an externality: a matched resource may become unavailable to the other side of the market, at least for a while. This is especially an issue in online platforms involving human experts, as the expert resources are often scarce. The efficient utilization of experts in these platforms is made challenging by the fact that the information available about the parties involved is usually limited. To address this challenge, we develop a model of a task-expert matching system where a task is matched to an expert using not only the prior information about the task but also the feedback obtained from the past matches. In our model, the tasks arrive online while the experts are fixed and constrained by a finite service capacity. For this model, we characterize the maximum task resolution throughput a platform can achieve. We show that the natural greedy approach where each expert is assigned a task most suitable to his or her skill is suboptimal, as it does not internalize the aforementioned externality. We develop a throughput-optimal backpressure algorithm which does so by accounting for the “congestion” among different task types. Finally, we validate our model and confirm our theoretical findings with data-driven simulations via logs of Math.StackExchange.com, a Stack Overflow forum dedicated to mathematics."
/doi/10.1287/isre.2017.0768," Word of mouth (WOM) plays an increasingly important role in shaping consumers’ behavior and preferences. In this paper, we examine whether latent personality traits of online users accentuate or attenuate the effectiveness of WOM in social media platforms. To answer this question, we leverage machine-learning methods in combination with econometric techniques utilizing a novel quasi-experiment. Our analysis yields two main results. First, there is a positive and statistically significant effect of the level of personality similarity between two social media users on the likelihood of a subsequent purchase from a recipient of a WOM message after exposure to the WOM message of the sender. In particular, exposure to WOM messages from similar users in terms of personality, rather than dissimilar users, increases the likelihood of a postpurchase by 47.58%. Second, there are statistically significant effects of specific pairwise combinations of personality characteristics of senders and recipients of WOM messages on the effectiveness of WOM. For instance, introverted users are responsive to WOM, in contrast to extroverted users. Besides this, agreeable, conscientious, and open social media users are more effective disseminators of WOM. In addition, WOM originating from users with low levels of emotional range affects similar users, whereas for high levels of emotional range, increased similarity usually has the opposite effect. The examined effects are also of significant economic importance, as, for instance, a WOM message from an extrovert user to an introvert peer increases the likelihood of a subsequent purchase by 71.28%. Our findings are robust to several alternative methods and specifications, such as controlling for latent user homophily and network structure roles based on deep-learning models. By extending the characteristics that have been theorized to affect the effectiveness of WOM from the observable to the latent space, tapping into users’ latent personality characteristics, and illustrating how companies can leverage the abundance of unstructured data in social media, our paper provides actionable insights regarding the future potential of social media advertising and advanced microtargeting based on big data and deep learning. The online appendix is available at https://doi.org/10.1287/isre.2017.0768 ."
/doi/10.1287/msom.2017.0616," Phase III clinical trials are expensive and require enrolling and treating hundreds or thousands of patients at many sites. The time and cost required to do so are uncertain, as is the economic value of the drug upon completion. We consider the problem of determining when and how many test sites should be opened and the rate at which patients should be recruited. We model the problem as a discrete time, discounted dynamic program with the objective of maximizing the expected net present value of a drug based on the costs of conducting the trial and on the drug’s quality-moderated likelihood of approval and its subsequent expected revenue stream if approved. We show the optimal policy is characterized by a series of thresholds on the number of patients enrolled over time that indicate when additional test centers should be opened and how many patients should be targeted. We demonstrate using data from completed clinical trials that for low- to moderate-valued drugs, these thresholds are relevant to the firm’s decisions. We extend the problem to the case with multiple interim analyses and demonstrate that optimizing the clinical trial capacity and its utilization provides significant value in addition to the option value of stopping the trial early. The e-companion is available at https://doi.org/10.1287/msom.2017.0616 ."
/doi/10.1287/mksc.21.3.318.139," The literature on cross-national diffusion models is gaining increased importance today due to the needs of present day managers. New product sales growth in a given nation or society is affected by many factors (Rogers 1995), and of these, sociocontagion (or word of mouth) has been found to be the most important factor that characterizes the diffusion process (Bass 1969, Moore 1995). Hence, it is interesting and perhaps challenging to analyze what would happen if a new product diffuses in parallel in two neighboring but culturally different countries. Not only will we expect the diffusion process in the two countries to be different, but we will also expect some interaction among them, especially if the two societies mingle with each other. There are two streams of research in cross-national diffusion. The first type focuses on exploring the differences between diffusion processes in two countries and finding out whether those differences can be attributed to social and cultural differences between the countries involved. Examples of this type of research are found in Takada and Jain (1991), Gatignon et al. (1989), Helsen et al. (1993), and Kumar et al. (1998). These studies did find some relationship between the cultural differences of the countries studied and the differences in the diffusion process. The second stream of research focuses on modeling explicitly the interaction between the diffusion processes in two countries. The interaction is typically captured through lead-lag effect (Eliashberg and Helsen 1996, Kalish et al. 1995), where the sales process in the lead country (i.e., the country where the product was first introduced) is modeled to affect the sales process in the lag country (i.e., the country where the product was introduced a few years later). Another method to study the interaction among the diffusion processes in two countries was suggested by Putsis et al. (1997), who used a “mixing model” to empirically explore the existence of such interactions. These studies basically observed that, when a new product is introduced early in one country and with a time lag in subsequent countries, the consumers in the lag countries learn about the product from the lead country adopters, resulting in a faster diffusion rate in the lag countries. Ganesh and Kumar (1996) formulized this effect as the learning effect and, subsequently, Ganesh et al. (1997) found this learning effect to be influenced by country-specific factors (cultural similarity, economic similarity, and time lag elapsed between the lead and the lag countries) and product-specific factors (continuous vs. discontinuous innovation and the presence or absence of a standardized technology). A careful analysis of the extant literature on the second stream of research would reveal that neither the learning effect model nor the mixing model can be modified to accommodate the other model. Our contribution to the literature exactly addresses this point. In this paper, an alternative framework is proposed that has two unique features. First, the framework is flexible enough to not only account for the lead country affecting the lag countries and vice versa, but also to accommodate the simultaneous interaction among countries in explaining the diffusion processes in the countries concerned. Using multiple product categories and a variety of new product introduction situations, we empirically demonstrate the flexibility and efficiency of our proposed framework. We found strong evidence of all types of interactions, namely, lead lag, lag lead, and simultaneous, which evidence suggests that one cannot afford to omit any of the interactions. The second unique feature of our paper is the estimation procedure that we used. Because statistical estimation of a dynamic process that includes lead-lag, lag-lead, and simultaneous types of causality within a single framework is not straightforward, we suggest an iterative estimation procedure for the estimation. This new procedure not only proved to be flexible in accommodating different types of interaction, but also converged rather quickly in all of the cases that we empirically tested. Noting that the statistical properties of these estimators are not generally available, we carried out a simulation exercise that clearly revealed the efficiency of the proposed estimation procedure. After analyzing the interaction, we went further and showed that the magnitude of the cross-national influences is affected by certain country-specific and product-specific factors. The flexibility of the proposed method over the existing methods is demonstrated through obtaining superior forecasts with the proposed method. Several interesting insights for managers concerned with formulating international marketing strategies are offered."
/doi/10.1287/mksc.2015.0948," Promotions are used in marketing to increase sales and drive profits by temporarily decreasing the price per unit of a good. Some price promotions apply to all quantities (20% off), some have limits on the number of units that can be purchased at a reduced price, and others only offer the discount if the volume purchased is sufficiently high. We develop a model of price promotions in the context of a direct utility model where its effects are incorporated through the budget constraint. Price promotions complicate the estimation and analysis of direct utility models because they induce kinks and points of discontinuity in the budget set. We propose a Bayesian approach to addressing these irregularities and demonstrate the ability of the direct utility model to be used in counterfactual analyses of price promotions. We investigate the stability of utility function estimates for consumers under alternative price promotions, and find that the majority of the effect of a price promotion is through the budget set, not through changes in the utility function. We also investigate the economic value of customized price promotions where the customization includes the value and format of the offer. Data, as supplemental material, are available at http://dx.doi.org/10.1287/mksc.2015.0948 ."
/doi/10.1287/mnsc.2015.2351," Working capital is an important indicator of firm operational efficiency. All else being equal, lower levels signal greater efficiency. Managers are thus likely to be motivated to report lower levels of working capital at times of greater external attention. We find that working capital levels decrease in the fourth fiscal quarter significantly more than expected, conditional on seasonal changes in economic activity. The decrease subsequently reverses in the following first fiscal quarter. Evidence indicates that firms manage down year-end working capital through transactions that increase year-end operating cash flow and that firms spread this activity over all working capital accounts. Finally, the temporary decrease in year-end working capital is correlated with compensation benchmarks and analysts’ annual cash flow forecasts. The temporary drop is also more pronounced for firms with industry dominance. This paper was accepted by Mary Barth, accounting ."
