link,abstract
/doi/10.1287/isre.1030.0016," Embedded relationships with customers have been key in generating repeat business and economic advantage, especially in business-to-business settings. Such relationships are typically maintained through interpersonal interactions between customers and their providers. Lately, however, firms have been seeking to make their service operations more scalable by offering customers access to Internet-based, self-serve technology. This raises questions about the implications of inserting self-serve technology into embedded relationships. Recent research on the role of information technology (IT) within interfirm network relations suggests that relationships and the use of IT are complementary. However, most of this research focuses on the organizational level and fails to consider the instantiation of these interfirm relations by the actions and interactions of individual actors (e.g., customers and salespeople) representing their respective firms. In this paper, we explore the implications of using IT within interfirm relations through an analysis of customers’ and sales representatives’ (reps) work activities and interpersonal relationships. We apply a practice perspective that highlights how macrolevel phenomena such as interfirm relations are created and recreated through the microlevel actions taken by firm members. This analysis reveals that managing the complementarity between relationships and IT in practice is fraught with considerable tension. This study of WebGA, a bricks-and-clicks dotcom, highlights how the use of the self-serve technology made it more difficult for sales reps to build and maintain embedded relationships with their customers. The use of IT altered the nature and quality of information shared by the participants, undermined the ability of sales reps to provide consulting services to customers, reduced the frequency of their interaction, and prompted sales reps to expend social capital to promote customers’ technology adoption. These changes produced intended and unintended shifts in the network relations enacted by WebGA and its customers, and raised serious challenges to the viability of WebGA’s business model."
/doi/10.1287/mnsc.2019.3399," We study the role of vertical differentiation in the adoption of LEED (Leadership in Energy & Environmental Design), a multitier environmental building certification system. Our identification strategy relies on the timing of adoption and shows that builders seek to differentiate from each other by choosing a different certification level from previously certified buildings. A common concern in this framework is that mean-reverting behavior could be mistaken for differentiation. We develop a new method for establishing the importance of strategic interactions based on simulating from a model with independent choice and unobserved heterogeneity, and showing that such a model cannot generate the level of interaction that we observe. Finally, we estimate a model that incorporates both differentiation incentives and correlated market-level unobservables and use our estimates from this model to simulate the impact of reducing the number of LEED tiers from four to two. The simulations indicate that environmental investments depend on the location of the threshold between tiers. This paper was accepted by Bruno Cassiman, business strategy."
/doi/10.1287/mnsc.2016.2483," Employers and colleges value individuals with leadership service, but there is limited evidence on whether leadership service itself creates skills. Identification in this context has proved difficult because settings in which leadership service accrues to individuals for ostensibly random reasons are rare. In this study we estimate the effects of random assignment to classroom leadership positions in a Chinese secondary school. We find that leadership service increases test scores, increases students’ political popularity in the classroom, makes students more likely to take initiative, and shapes students’ beliefs about the determinants of success. The results suggest that leadership service may impact human capital and is not solely a signal of preexisting skills. Data are available at http://dx.doi.org/10.1287/mnsc.2016.2483 . This paper was accepted by John List, behavioral economics ."
/doi/10.1287/mnsc.2021.4037," We present evidence that unnecessarily complex disclosure can result from strategic incentives to shroud information. In our laboratory experiment, senders are required to report their private information truthfully but can choose how complex to make their reports. We find that senders use complex disclosure more than half the time. This obfuscation is profitable because receivers make systematic mistakes in assessing complex reports. Regression and structural analysis suggest that these mistakes could be driven by receivers who are naive about the strategic use of complexity or overconfident about their ability to process complex information. This paper was accepted by Yan Chen, behavioral economics and decision analysis."
/doi/10.1287/inte.6.1pt2.54," This paper reports a significant combination of a linear-programming model of the Liberty, a communication system which visually depicts the model's output by electronically-produced graphics, and a planning concept which has produced a new, more sensitive approach to asset/liability management of a banking organization in an increasingly volatile financial environment. During the past decade, banks generally have increased leverage and reduced liquidity, thereby making them increasingly vulnerable to interest rate volatility. The Management Reporting System (MRS) described is a practical and unique approach in marrying the various sophisticated disciplines necessary for effective management given such constraints. Liberty's Chairman credited the system with 25¢ per share of the 1973 Operating Earnings and noted that the mix of bank assets and liabilities now can be guided by precise, automated facts, rather than by mere “seat-of-the-pants” instinct. In its 1972 Annual Report, the Corporation stated its 1973 earning's goal “because of the reliable way our Management Reporting System has functioned in 1972.” That objective was met even though economic conditions were vastly different than assumed. The MRS's use permitted the timely adjustments necessary to manage earnings and achieve the publicly stated objective. The paper also explores a more realistic and sensitive approach to liquidity management developed at Liberty. Its impact and value was not only demonstrated during the 1974 liquidity crunch but by its adoption at several of the leading banks across the United States."
/doi/10.1287/opre.50.2.375.428," We consider a firm that provides multiple services using both specialized and flexible capacity. The problem is formulated as a two-stage, single-period stochastic program. The firm invests in capacity before the actual demand is known and optimally assigns capacity to customers when demand is realized. Sample applications include a car rental company's use of mid-sized cars to satisfy unexpectedly high demand for compact cars and an airline's use of business-class seats to satisfy economy-class demand. We obtain an analytical solution for a particular case, when services may be upgraded by one class. The simple form of the solution allows us to compare the optimal capacities explicitly with a solution that does not anticipate flexibility. Given that demand follows a multivariate normal distribution, we analytically characterize the effects of increasing demand correlation on the optimal solution. For the case with two customer classes, the effects of demand correlation are intuitive: Increasing correlation induces a shift from flexible to dedicated capacity. When there are three or more classes, there are also adjustments to the resources not directly affected by the correlation change. As correlation rises, these changes follow an alternating pattern (for example, if the optimal capacity of one resource rises, then the optimal capacity of the adjacent resource falls). These results make precise conjectures based on numerical experiments that have existed in the literature for some time."
/doi/10.1287/mnsc.2019.3534," We report the results of an experiment in which a company, Firm Vary, temporarily suspended its sponsored search advertising campaign on Google in randomly selected advertising markets in the United States. By shutting off its ads, Firm Vary lost customers, but only 63% as many as a nonexperimental estimate would have suggested. Following the experiment, Firm Vary merged with its closest competitor, Firm Fixed. Using combined data from both companies, the experiment revealed that spillover effects of Firm Vary’s search advertising on Firm Fixed’s business and its marketing campaigns were surprisingly small, even in the market for Firm Vary’s brand name as a keyword search term, where the two firms were effectively duopsonists. This paper was accepted by Eric Anderson, marketing ."
/doi/10.1287/mnsc.2017.2946," We present a model with dynamic investment flows, where fund managers have the ability to generate excess returns, and study how forcing them to commit part or all of their personal wealth to the fund they manage affects fund risk taking. We contrast the behavior of a manager who may invest her personal wealth in a private account to a manager who is either forced to commit her wealth to the fund she manages or not allowed to hold risky assets held by the fund privately. We show that a fund managed by a manager with higher ability does not necessarily achieve higher expected returns but achieves lower idiosyncratic volatility. For a manager with constant ability, restrictions placed on her personal account do not influence her choices in the fund, while for a manager whose ability varies stochastically, they result in higher expected returns and idiosyncratic volatilities. Fund strategies can be nonmonotone both in the manager’s commitment level and the ratio of manager to investor wealth. Our results are robust to incomplete information and to competing managers with correlated ability. The internet appendix is available at https://doi.org/10.1287/mnsc.2017.2946 . This paper was accepted by Neng Wang, finance."
/doi/10.1287/opre.2020.1997," Under full substitutability of preferences, it is known that a competitive equilibrium exists in trading networks and is equivalent to (chain) stable outcomes. In this paper, we formulate the problem of finding an efficient set of trades as a generalized submodular flow problem in a suitable network. Existence of a competitive equilibrium and its equivalence with the seemingly weaker notion of stability follow directly from the optimality conditions of the flow problem. Our formulation enables us to perform comparative statics with respect to the number of buyers, sellers, and trades. For instance, we establish that if a new buyer is added to the economy, at an equilibrium the prices of all existing trades increase. In addition, we give a polynomial time algorithm for finding competitive equilibria in trading networks and testing (chain) stability. Funding : O. Candogan gratefully acknowledges financial support from the University of Chicago Booth School of Business. M. Epitropou gratefully acknowledges financial support from the Department of Electrical and Systems Engineering, University of Pennsylvania. The research of R.V. Vohra was supported in part by the National Science Foundation [Grant AST-1343381]."
/doi/10.1287/mnsc.2020.3598," What are the determinants of in-house employment versus outsourcing in the service sector? I use detailed data on U.S. lobbying services to answer this question. I argue with a series of correlational exercises that firms tend to outsource lobbying tasks that demand a large amount of general skills, whereas they are more likely to assign firm-specific tasks to in-house lobbyists. I provide causal evidence that the need to do tasks that vary in their general skill component leads to a change in outsourcing. Using difference-in-difference estimations, I show that the 2010 British Petroleum oil spill increased the general skills needed by oil and gas firms and that, consequently, their use of lobbyists for hire increased. This paper was accepted by Joshua Gans, business strategy."
