link,abstract
/doi/10.1287/mnsc.2020.3868," We study default in a multifirm equilibrium setting with incomplete information. Defaults are consistent with the firm’s balance sheet and aggregation. We show that the endogenous volatility and jump size of debt and equity generated by other firms’ shocks vanish as the number of firms in the economy increases. As a result, credit spreads depend asymptotically only on the firms’ own cash flow risk. Our vanishing contagion spread result calls into question recent findings based on production economies, in which quantities of risk (volatilities and jump sizes of securities) are specified exogenously, that attribute credit spreads mostly to contagion. This paper was accepted by Kay Giesecke, finance."
/doi/10.1287/mnsc.2015.2297," Much like in other semiconductor environments, dynamic random access memory (DRAM) manufacturers face significant demand uncertainty before production and capacity decisions can be implemented. This paper investigates the role of market information in DRAM manufacturing and the consequences of allowing information sharing in the industry. An oligopoly model of competition with correlated private information is developed in which firms make decisions about production and capacity. In this setting, firms consider the information their competitors are likely to hold, conditional on their own. We find that both firms and customers benefit when firms share information with their competitors. In particular, sharing information is profitable because market price decreases slowly with overproduction. When combined with the results from the information sharing literature, this paper highlights the need to assess information sharing policies on a case-by-case basis. This paper was accepted by Matthew Shum, marketing ."
/doi/10.1287/mksc.2016.1000," This paper studies the ability of competing retailers to form a cartel by sharing information with their mutual manufacturer. In a market characterized by demand uncertainty, colluding retailers wish to share information about the potential market demand to coordinate on the optimal collusive retail price. However, in light of potential exposure to antitrust investigations and possible sanctions, the retailers search for mechanisms to exchange information while avoiding the risks of scrutiny by the antitrust authorities. This paper examines such a mechanism: each retailer shares his private information with the mutual manufacturer; the wholesale price set by the latter is thereafter used by the retailers to infer the market condition and coordinate on the cartel’s price. Although a cartel at the retail level limits the manufacturer’s sold quantity, under certain conditions the manufacturer is better off accepting the retailers’ private information, thereby assisting the cartel formation. Moreover, vertical information sharing between the retailers and their mutual manufacturer can result in lower consumer surplus than that would have occurred had the retailers been permitted to collude directly."
/doi/10.1287/isre.2016.0675," Firms have made extensive use of interorganizational systems (IOSs) to share knowledge and pursue superior joint performance. Contemporary firms are using IOSs to collaborate widely across the value chain and in an ever-expanding geographic landscape. Thus, institutional distance, which is the difference between the firms’ respective institutional fields, has become a prominent challenge. In this study, we investigate the extent to which institutional distance affects IOS-enabled knowledge sharing and its impact on the joint performance of collaborating firms. We also explore the extent to which IOS adaptability could be a design solution for improving IOS-enabled knowledge sharing, given the challenge of institutional distance. Drawing on institutional theory, we propose that institutional distance, differentially influential via its normative, cognitive, and regulative aspects, not only reduces IOS-enabled knowledge sharing but also weakens the positive impact of such sharing on joint firm performance. Next, extending boundary object theory to the institutional context, we propose that IOS adaptability could be a solution to the challenge of institutional distance because it can directly strengthen IOS-enabled knowledge sharing as well as mitigate the negative effect of institutional distance on such sharing. Our hypotheses were tested through a field study that collected dyadic data from 141 distinct buyer/supplier channel relationships in 4 industries. The results from partial least squares modeling fully support our hypotheses with regard to cognitive distance, partially support those related to normative distance, but do not support those related to regulative distance. We discuss the implications of these findings for theory development and professional practice. The online appendix is available at https://doi.org/10.1287/isre.2016.0675 ."
/doi/10.1287/mnsc.2016.2505," We use a controlled experiment to analyze gender differences in stereotypes about risk preferences of men and women across two distinct island societies in the Pacific: the patrilineal Palawan in the Philippines and the matrilineal Teop in Papua New Guinea. We find no gender differences in actual risk preferences, but we find evidence for culture-specific stereotypes. Like men in Western societies, Palawan men overestimate women’s actual risk aversion. By contrast, Teop men underestimate women’s actual risk aversion. We argue that the observed differences in stereotypes between the two societies are determined by the different social status of women. Data are available at http://dx.doi.org/10.1287/mnsc.2016.2505 . This paper was accepted by Uri Gneezy, behavioral economics ."
/doi/10.1287/ited.1120.0090," We describe an educational game in collaborative logistics. The game is based on an award-winning application in cost allocation in transportation. The purpose of the game is to acquire an understanding of negotiation, coalition building, and cost/profit sharing when the players have different powers and hold different levels of information. The game is played with each player representing a single company. The challenge for the players is to find an efficient coalition and to share the benefits and costs of the collaboration. We describe the underlying case study, review basic concepts in game theory, outline the teaching case, and discuss experiences from running the game in several countries and with students in business, engineering, and forestry."
/doi/10.1287/serv.1120.0005," Several legal music download services, including some that are free (e.g., Spotify), are now available to consumers. These services may be viewed as “new service interventions” that could potentially change the mental models of consumers toward illegal file sharing and result in fewer downloads of illegal music files. We apply the theories of planned behavior and cognitive dissonance to articulate hypotheses regarding how such new services would change mental models of consumers for illegal music downloading. We test our hypotheses using data from two natural field experiments at a U.S. university and apply partial least squares estimation with difference-in-differences measures to test our hypotheses. We find that the introduction of legal music downloading services reduces the extent of favorable attitudes toward illegal file sharing and weakens the relationship between attitude and intent, because of which favorable attitudes toward illegal file sharing do not necessarily translate into a stronger intent to engage in illegal file sharing. However, these new services also strengthen the relationship between the perceived benefits of file sharing and reinforce their positive impact on intent to file share for those who engage in higher levels of illegal file sharing before using the new service. Our results suggest that it is important to introduce legal alternatives that are at least on par with the illegal alternatives in terms of their features and benefits, and to do so before too many consumers become used to the illegal alternatives."
/doi/10.1287/orsc.14.1.57.12806," In this paper we investigate the relationship between supplier trust in the buyer and transaction costs and information sharing in a sample of 344 supplier-automaker exchange relationships in the United States, Japan, and Korea. Our findings indicate that perceived trustworthiness reduces transaction costs and is correlated with greater information sharing in supplier-buyer relationships. Moreover, the findings suggest that the value created for transactors, in terms of lower transaction costs, may be substantial. In particular, we found that the least-trusted automaker spent significantly more of its face-to-face interaction time with suppliers on contracting and haggling when compared to the most trusted automaker. This translated into procurement (transaction) costs that were five times higher for the least trusted automaker. Finally, we argue that trust is unique as a governance mechanism because it not only minimizes transaction costs, but also has a mutually causal relationship with information sharing, which also creates value in the exchange relationship. Other governance mechanisms (e.g., contracts, financial hostages) are necessary costs incurred to prevent opportunistic behavior, but do not create value beyond transaction cost minimization. Our findings provide empirical evidence that trustworthiness lowers transaction costs and may be an important source of competitive advantage."
/doi/10.1287/mksc.2015.0921," Firms invest in technology to increase productivity. Yet in emerging markets, where a culture of informality is widespread, information technology (IT) investments leading to greater transparency can impose a cost through higher taxes and the need for regulatory compliance. The tendency of firms to avoid productivity-enhancing technologies and remain small to avoid transparency has been dubbed the “Peter Pan Syndrome.” We examine whether firms make the trade-off between productivity and transparency by examining IT adoption in the Indian retail sector. We find that computer technology adoption is lower when firms are motivated to avoid transparency. Specifically, technology adoption is lower when there is greater corruption, but higher when there is better enforcement and auditing. So, firms have a higher productivity gain threshold to adopt computers in corrupt business environments that suffer from patchy and variable enforcement of the tax laws. Not accounting for this motivation to hide from the formal sector underestimates productivity gains from computer adoption. Thus, in addition to their direct effects on the economy, enforcement, auditing, and corruption can have indirect effects through their negative impact on adoption of productivity-enhancing technologies that also increase operational transparency."
/doi/10.1287/mnsc.2018.3085," We examine the organizational choice and innovative activity of technology conglomerates—firms that explore different technology fields with heated inventive activity. We develop a measure of firm-to-economy technological proximity to capture the extent of a firm’s technology conglomeration. We show that technology conglomerates are more likely to form alliances and that these alliances lead to higher patent output. In terms of underlying mechanisms, we show that after alliance formation, there are significant knowledge pooling and cross-fertilization between technology conglomerates and their alliance partners. Moreover, technology conglomerates produce more patents that are novel and/or with greater impact. Our findings suggest that both synergy and tolerance for failure are important motives for technology conglomerates to use alliances to accelerate corporate innovation. This paper was accepted by Gustavo Manso, finance."
