link,abstract
/doi/10.1287/msom.2020.0912," Problem definition : This paper investigates how counterfeits influence a global supply chain and how the supply chain should effectively take anticounterfeit actions. Academic/practical relevance : The impacts of counterfeiting have been increasingly profound on global supply chains. It is critical to understand how counterfeiting impacts supply chains when supply chain members act in their own interests, and how supply chains can effectively combat counterfeiting when all the members can contribute to it. This is the first paper that offers insights into these important questions. In particular, we examine who among the supply chain members is in the best position to perform counteracting activities, how these members can cooperate in anticounterfeiting, and what economic implications the anticounterfeit actions have to the supply chain, individual firms, consumer surplus, and social welfare. Methodology : We consider a supply chain consisting of a manufacturer and a retailer, and analyze a game-theoretical framework to derive the equilibrium. Results : The manufacturer prefers to induce the retailer to combat counterfeits rather than to combat itself. Contrary to conventional wisdom, counterfeits can increase the supply chain’s profit even in the absence of network externality effects. The crux is that the manufacturer lowers wholesale price to incentivize the retailer’s counteraction and, consequently, the threat of counterfeits can mitigate double marginalization and benefit the supply chain. Managerial implications : Our results demonstrate that a sustainability risk can trigger collaborative endeavors of supply chain members and thus be advantageous to the supply chain. The findings also underscore the important role that retailers should play in anticounterfeiting. Particularly, it can be in the supply chain’s interest that the manufacturer does not execute the counteraction, either jointly with the retailer or by itself."
/doi/10.1287/trsc.1120.0415," In spite of extraordinary support programs initiated by the European Union and other national authorities, the percentage of overall freight traffic moved by train is in steady decline. This development has occurred because the macroeconomic benefits of rail traffic, such as the relief of overloaded road networks and reduced environmental impacts, are counterbalanced by severe disadvantages from the perspective of the shipper, e.g., low average delivery speed and general lack of reliability. Attracting a higher share of freight traffic on rail requires freight handling in railway yards that is more efficient, which includes technical innovations as well as the development of suitable decision support systems. This paper reviews container processing in railway yards from an operations research perspective and analyzes basic decision problems for the two most important yard types: conventional rail–road and modern rail–rail transshipment yards. Furthermore, we review the relevant literature and identify open research challenges."
/doi/10.1287/opre.1100.0810," In this paper, we examine a supply chain in which a single supplier sells to a downstream retailer. We consider a multiperiod model with the following sequence of events. In period t the supplier offers a contract to the retailer, and the retailer makes her purchasing decision in anticipation of the random demand. The demand then unravels, and the retailer carries over any excess inventory to the next period (unmet demand is lost). In period t +1 the supplier designs a new contract based on his belief of the retailer's inventory, and the game is played dynamically. We assume that short-term contracts are used, i.e., the contracting is dynamically conducted at the beginning of each period. We also assume that the retailer's inventory before ordering is not observed by the supplier. This setting describes scenarios in which the downstream retailer does not share inventory/sales information with the supplier. For instance, it captures the phenomenon of retailers distorting past sales information to secure better contracting terms from their suppliers. We cast our problem as a dynamic adverse-selection problem and show that, given relatively high production and holding costs, the optimal contract can take the form of a batch-order contract, which minimizes the retailer's information advantage. We then analyze the performance of this type of contract with respect to some useful benchmarks and quantify the value of prudent contract design and the value of inventory information to the supply chain. Markovian adverse-selection models, in which the state and action in a period affect the state in the subsequent period, are recognized as theoretically challenging and are relatively less understood. We take a nontrivial step towards a better understanding of such models under short-term contracting."
/doi/10.1287/mnsc.49.1.1.12749," The advent of e-commerce has prompted many manufacturers to redesign their traditional channel structures by engaging in direct sales. The model conceptualizes the impact of customer acceptance of a direct channel, the degree to which customers accept a direct channel as a substitute for shopping at a traditional store, on supply-chain design. The customer acceptance of a direct channel can be strong enough that an indepent manufacturer would open a direct channel to compete with its own retailers. Here, direct marketing is used for strategic channel control purposes even though it is inefficient on its own and, surprisingly, it can profit the manufacturer even when so direct sales occur. Specifically, we construct a price-setting game between a manufacturer and its independent retailer. Direct marketing, which indirectly increases the flow of profits through the retail channel, helps the manufacturer improve overall profitability by reducing the degree of inefficient price double marginalization. While operated by the manufacturer to constrain the retailer's pricing behavior, the direct channel may not always be detrimental to the retailer because it will be accompanied by a wholesale price reduction. This combination of manufacturer pull and push can benefit the retailer in equilibrium. Finally, we show that the mere threat of introducing the direct channel can increase the manufacturer's negotiated share of cooperative profits even if price efficiency is obtained by using other business practices."
/doi/10.1287/mnsc.2019.3504," Collusion is widely condemned for its negative effects on consumer welfare and market efficiency. In this paper, I show that collusion may also in some cases facilitate the creation of unexpected new sources of value. I bring this possibility into focus through the lens of a historical episode from the 19th century, when colluding railroads in the U.S. South converted 13,000 miles of railroad track to standard gauge over the course of two days in 1886, integrating the South into the national transportation network. Route-level freight traffic data reveal that the gauge change caused a large shift in market share from steamships to railroads, but did not affect total shipments or prices on these routes. Guided by these results, I develop a model of compatibility choice in a collusive market and argue that collusion may have enabled the gauge change to take place as it did, while also tempering the effects on prices and total shipments. This paper was accepted by Joshua Gans, business strategy ."
/doi/10.1287/orsc.8.5.458," We offer a revised institutional view of how new technology for information systems (IS) comes to be applied and diffused among organizations. Previous research argues that early adoption of a technological innovation is based on local, rational organizational choice, while later adoption is institutionalized and taken for granted. We suggest that institutional processes are engaged from the beginning. Specifically, a diverse interorganizational community creates and employs an organizing vision of an IS innovation that is central to its early, as well as later, diffusion. This vision serves key functions in interpretation, legitimation, and the organization and mobilization of economic roles and exchanges. The development and influence of an organizing vision is determined by a variety of institutional forces. Among these forces, the community's discourse serves as the developmental engine. Other factors—business commerce, the IS practitioners' world view, the motivating business problematic, the core technology, and material processes of adoption and diffusion—provide the discourse with its content, structure, motivation, and direction. Primary development of the organizing vision takes place during the innovation's earliest diffusion. The hesitant early majority among the prospective adopters relies on this development in its efforts to make sense of the innovation. Where the organizing vision remains underdeveloped after early adoption, later diffusion and institutionalization of the innovation is likely to be retarded."
/doi/10.1287/isre.2015.0594," Consumer review systems have become an important marketing communication tool through which consumers share and learn product information. Although there is abundant evidence that consumer reviews have a significant impact on product sales, the design of consumer review systems and its impact on review outcomes and product sales have not yet been well examined. This paper analyzes firms’ review system design and product pricing strategies. We formally model two review system design decisions—what rating scale cardinality to use and whether to offer granular review reports. We show that firms’ optimal design and pricing strategies critically depend on contextual characteristics such as product valuation, product mainstream level, and consumer misfit cost. Our results suggest that it is beneficial to host a review system only when the product valuation is higher than a threshold. Furthermore, firms should choose low rating scale cardinality for niche products and high rating scale cardinality for mainstream products. When consumers’ misfit cost is relatively high, including granular reports in the review system enables firms to attract the favorable consumer segment. Different pricing strategies should be deployed during the initial sale period for different product types. For niche products, firms are advised to adopt lower-bound pricing for high-quality products to take advantage of the positive word of mouth. For mainstream products, firms are advised to adopt upper-bound pricing for high-quality products to enjoy the direct profit from the initial sale period, even after taking into account the negative impact of high price on consumer reviews."
/doi/10.1287/isre.2020.0951," We examine content creation in a geosegmented, crowdsourced social mobile virtual community app, Waze. We conceptualize a virtual and spatial factor, virtual crowdedness (defined as the density of Waze users in a particular geospatial location), and we examine its role in encouraging user contribution. We posit that the relationship between virtual crowdedness and user contribution is driven by the tension between audience effects and bystander/content saturation effects. We analyze a panel data set of user contributions on Waze from New York City to test our hypotheses. First, our findings indicate that although virtual crowdedness has a positive influence on total number of contributions, the magnitude of the influence decreases as virtual crowdedness increases. Second, the concave-down increasing relationship is more pronounced for rush hours with high physical crowdedness than for non-rush hours with low physical crowdedness. A variety of robustness checks and alternative analyses based on matching estimators and spatial econometric models further support the main conclusions while mitigating concerns about endogeneity and spatial autocorrelation. Our findings provide several key practical implications for platform designers in that they should allow for users to visualize density of usage as well as improve the design of social features for encouraging user contribution to the mobile virtual community."
/doi/10.1287/opre.35.2.234," In facility locational models of public-service systems (for example, fire extinguishment, police and ambulance systems), the allocation of the system's operating cost and the locations of the service stations are in principle very closely related. The farther a user is from the service station, the lower is the cost share he should he willing to defray, and vice versa. We consider in this paper the problem of locating one facility in a tree network, T , and suggest a game theoretic approach for generating the facility location y in T and a corresponding cost allocation scheme q . The pairs ( y , q ) generated by our game theoretic approach are contained in a least core associated with the locational model, and they are all stable in the sense that they cannot be improved upon by any subset of users."
/doi/10.1287/orsc.1060.0217," This paper presents the results of two studies that examine the impact of both social psychological and economic concerns on organizational members’ decisions to support or oppose union formation. The studies test the predictions that procedural justice judgments and social identification—two social psychological factors that shape the nature of how people relate to their organizations—have a significant influence on people’s support for union certification and on the votes they cast in a union certification election. Importantly, it was predicted that these effects would emerge even after accounting for the influence of people’s economic concerns, which have been the primary focus of previous efforts to understand whether people support union formation. The results confirm these predictions and demonstrate that respondents’ positions on the unionization issue are shaped by procedural justice (Studies 1 and 2) and social identity (Study 2) even after accounting for economic factors. Furthermore, Study 2 shows that the impact of procedural justice judgments on union certification was partially mediated by social identity. More generally, the results highlight the importance of integrating both social psychological and economic concerns in models designed to explain organizational phenomena such as the formation of unions."
