link,abstract
/doi/10.1287/isre.2017.0740," The Internet has assumed a central role in the global economy facilitating commerce and communication and is thus central to many areas of information systems (IS) research. In particular, IS researchers played a critical role in the academic discourse on net neutrality, which has recently informed new regulatory frameworks in the United States and Europe. We discuss and categorize the various issues and key trade-offs that are still being debated in the context of net neutrality and identify open research questions in this domain. Based on these insights, we argue that net neutrality, which is concerned with a gatekeeper at the infrastructure level, may just be part of a larger debate on data neutrality where the gatekeeper may rather control a software platform. We provide several examples of potential data neutrality issues and generalize the key trade-offs in the context of a proposed four-step framework for identifying and organizing promising areas of IS research on data neutrality."
/doi/10.1287/mnsc.2013.1815," We study how the equilibrium risk sharing of agents with heterogeneous perceptions of aggregate consumption growth affects bond and stock returns. Although credit spreads and their volatilities increase with the degree of heterogeneity, the decreasing risk premium on moderately levered equity can produce a violation of basic capital structure no-arbitrage relations. Using bottom-up proxies of aggregate belief dispersion, we give empirical support to the model predictions and show that risk premia on corporate bond and stock returns are systematically explained by their exposures to aggregate disagreement shocks. This paper was accepted by Jerome Detemple, finance ."
/doi/10.1287/orsc.2016.1099," In this paper, we explore the psychological experience of university-educated local workers from emerging economies striving to enter the global job market for managerial positions. Building on qualitative data from sub-Saharan Africa and the Arab Gulf, we conducted two experimental studies in the Arab Gulf to test whether local job candidates feel inhibited to self-advocate for higher compensation in global employment contexts and whether they believe that such negotiating behavior is less appropriate in global than in local work contexts. We theorize that shifting from local to global employment contexts, university-educated locals experience a decline in their status as workers because of a perceived lack of fit with the cosmopolitan “ideal worker.” We find that the contrasting global and local labor-market experiences of local job candidates are moderated by gender because local men experience a greater shift in status between local and global employment contexts than do women. This research contributes to the study of status and gender effects on negotiation by illuminating differential constraints of status and gender on negotiating behavior. This research also has important practical implications for the integration and advancement of workers from emerging economies into global institutions and for our broader understanding of how intersecting status-linked social identities influence career negotiations."
/doi/10.1287/isre.9.1.85," The impact of information technology (IT) investments on firm performance has been the subject of active research in recent years. However, findings of almost all studies are based on data collected in the United States. Little work has been done elsewhere to validate these results and to see if they are applicable across national boundaries. In this study, we fill this gap by comparing four newly-industrialized economies (NIEs) with regard to the impact of IT capital on business performance. Secondary data collected from various sources are used to assess the impact over the period from 1983 to 1991. Findings based on four business measures and a market valuation model based on Tobin's q are reported. While the current results are consistent with work done in the United States in general, discrepancies among the four NIEs are observed. Combined with findings from previous work, three pieces of evidence seem to emerge that are generally observed across country boundaries. First, IT investment is not correlated with shareholder's return. Second, there is little evidence that the level of computerization is valued by the market in developed and newly-developed countries. Third, there is no consistent measurement of IT investment as indicated by the mixed results across different performance ratios. Modeling and measurement concerns expressed in previous U.S.-based studies are also observed in our comparative study. Our findings provide a starting point to accumulate a body of comparative studies for the development of a theory that links IT investment, firm performance, and macro factors such as national technology policy in an integrated framework."
/doi/10.1287/trsc.2021.1068," With the soaring popularity of ride-hailing, the interdependence between transit ridership, ride-hailing ridership, and urban congestion motivates the following question: can public transit and ride-hailing coexist and thrive in a way that enhances the urban transportation ecosystem as a whole? To answer this question, we develop a mathematical and computational framework that optimizes transit schedules while explicitly accounting for their impacts on road congestion and passengers’ mode choice between transit and ride-hailing. The problem is formulated as a mixed integer nonlinear program and solved using a bilevel decomposition algorithm. Based on computational case study experiments in New York City, our optimized transit schedules consistently lead to 0.4%–3% system-wide cost reduction. This amounts to rush-hour savings of millions of dollars per day while simultaneously reducing the costs to passengers and transportation service providers. These benefits are driven by a better alignment of available transportation options with passengers’ preferences—by redistributing public transit resources to where they provide the strongest societal benefits. These results are robust to underlying assumptions about passenger demand, transit level of service, the dynamics of ride-hailing operations, and transit fare structures. Ultimately, by explicitly accounting for ride-hailing competition, passenger preferences, and traffic congestion, transit agencies can develop schedules that lower costs for passengers, operators, and the system as a whole: a rare win–win–win outcome."
/doi/10.1287/mnsc.45.5.704," This study uses personally collected data from 41 steel production lines to assess the effects of Japanese and U.S. human resource management (HRM) practices on worker productivity. The Japanese production lines employ a common system of HRM practices including: problem-solving teams, extensive orientation, training throughout employees' careers, extensive information sharing, rotation across jobs, employment security, and profit sharing. A majority of U.S. plants now have one or two features of this system of HRM practices, but only a minority have a comprehensive system of innovative work practices that parallels the full system of practices found among the Japanese manufacturers. We find that the Japanese lines are significantly more productive than the U.S. lines. However, U.S. manufacturers that have adopted a full system of innovative HRM practices patterned after the Japanese system achieve levels of productivity and quality equal to the performance of the Japanese manufacturers. This study's evidence helps reconcile conflicting views about the effectiveness of adopting Japanese-style worker involvement schemes in the United States. United States manufacturers that have adopted a definition of employee participation that extends only to problem-solving teams or information sharing do not see large improvements in productivity. However, U.S. manufacturers that adopt a broader definition of participation that mimics the full Japanese HRM system see substantial performance gains."
/doi/10.1287/orsc.2018.1207," Goals and the performance feedback on those goals are fundamental to organizational learning and adaptation. However, most research has focused on single overall, high-level organizational goals while ignoring important operational goals farther down in the goal hierarchy. This paper explores the important issue of interdependent feedback on multiple operational goals with shared task environments. We conjecture about the impact of shared technological task environments on feedback across goals. We then empirically examine these conjectures using panel vector autoregression (PVAR) analysis of performance feedback from three strategically important operational goals with shared technological task environments in the automobile industry. We find that interdependent feedback can lead to severe and misleading confusion regarding learning from feedback on such goals with shared task environments. Then, we discuss the implications of our findings. These include the following: the absolute intractability of the problem of meeting multiple goals with interdependent task environments as the number of goals increases; limits on the modularity of organization structure; and severe challenges in ex post credit assignment and ex ante planning when goals share technological task environments. Finally, we discuss the application of PVAR to interdependent feedback problems in organizations. The online appendices are available at https://doi.org/10.1287/orsc.2018.1207 ."
/doi/10.1287/orsc.1100.0567," This multimethod study investigates the effects of entrepreneurs' interpersonal networking style on the initiation of interorganizational exchange ties. I use inductive theorizing to make a distinction between interpersonal networking actions aimed at adding new contacts (network-broadening actions) versus managing existing contacts (network-deepening actions). I reason that because networking actions alter the cost-benefit calculus of using referrals, the extent to which entrepreneurs rely on referrals when searching for new exchange partners should vary with their networking actions. I then propose that entrepreneurs are likely to add fewer new exchange partners when they rely more on referrals to search. The empirical analysis employs a longitudinal design using data coded from the business cards of new contacts formed over a two-month period by a panel of Indian entrepreneurs operating business-to-business ventures. This study makes a theoretical contribution by identifying decision makers' networking style as a distinct mechanism shaping partner selection for their organization. Specifically, the study shows entrepreneurs using more network-deepening actions initiate fewer new economic exchanges, due (in part) to their increased reliance on referral-based search, whereas entrepreneurs using more network-broadening actions initiate more new economic exchanges due (in part) to their decreased reliance on referral-based search."
/doi/10.1287/msom.2019.0831," Problem definition : To alleviate farmer poverty, governments and nongovernmental organizations (NGOs) are developing different mechanisms for disseminating market information to farmers in developing countries. This paper examines whether a wider dissemination of information will always benefit farmers. Academic/practical relevance : The characterization of the farmers’ equilibrium production decisions and the implications of information provision provide practical guidance for governments and NGOs when developing agricultural information services. Methodology : We develop an “asymmetric” two-stage game to analyze a base model in which n ≥ 4 heterogeneous farmers need to determine their production quantities when the underlying market condition is uncertain. Our base model relies on four key modeling assumptions: (1) farmers engage in Cournot (quantity) competition, (2) the social planner cares about farmers’ total income, (3) yields are deterministic, and (4) information service is publicly funded so that information access is free. We further examine alternative market environments by relaxing or changing these modeling assumptions separately. Results : Through the analysis of our base model, we find that providing information to only one farmer is optimal but providing information to all n farmers can be detrimental. In alternative market environments, we obtain the following results. First, when the information service is self-financed, we find that the “exclusivity” result no longer holds when farmers are heterogeneous (even though it holds for the case when farmers are homogeneous). Second, when yield rates are uncertain, we find it is optimal to disseminate to more farmers when the yield rates become more uncertain (in terms of coefficient of variation). Third, when the central planner only cares about creating economic value for those farmers with information access, it is optimal for the social planner to disseminate information to more farmers. Fourth, when farmers engage in Bertrand (price) competition, it is optimal to disseminate information to all n farmers. Managerial implications : By combining different results obtained under different market environments, we conclude that the optimal information provision policy depends on the competition type (Cournot or Bertrand competition), yield uncertainty, source of funding, and the social planner’s ultimate goal."
/doi/10.1287/mnsc.49.8.1018.16402," This paper considers pricing and capacity sizing decisions, in a single-class Markovian model motivated by communication and information services. The service provider is assumed to operate a finite set of processing resources that can be shared among users; however, this shared mode of operation results in a service-rate degradation. Users, in turn, are sensitive to the delay implied by the potential degradation in service rate, and to the usage fee charged for accessing the system. We study the equilibrium behavior of such systems in the specific context of pricing and capacity sizing under revenue and social optimization objectives. Exact solutions to these problems can only be obtained via exhaustive simulations. In contrast, we pursue approximate solutions that exploit large-capacity asymptotics . Economic considerations and natural scaling relations demonstrate that the optimal operational mode for the system is close to “heavy traffic.” This, in turn, supports the derivation of simple approximate solutions to economic optimization problems, via asymptotic methods that completely alleviate the need for simulation. These approximations seem to be extremely accurate. The main insights that are gleaned in the analysis follow: congestion costs are “small,” the optimal price admits a two-part decomposition, and the joint capacity sizing and pricing problem decouples and admits simple analytical solutions that are asymptotically optimal. All of the above phenomena are intimately related to statistical economies of scale that are an intrinsic part of these systems."
