link,abstract
/doi/10.1287/msom.1120.0389," In this paper, we examine the relationship between inventory levels and one-year-ahead earnings of retailers using publicly available financial data. We use benchmarking metrics obtained from operations management literature to demonstrate an inverted-U relationship between abnormal inventory growth and one-year-ahead earnings per share for retailers. We also find that equity analysts do not fully incorporate the information contained in retailers' abnormal inventory growth in their earnings forecasts, resulting in systematic biases. Finally, we show that an investment strategy based on abnormal inventory growth yields significant abnormal stock market returns."
/doi/10.1287/mnsc.2020.3690," This paper proposes a measure of dissimilarity between stochastic discount factors (SDFs) in different economies. The SDFs are made comparable using the respective bond prices as the numeraire. The measure is dimensionless, synthesizes features of the risk-neutral moments of excess currency returns, and can be extracted from currency option prices. Linking theory to data, we provide evidence gathered from (i) the cross section of 45 currency option prices, (ii) the time series of currency returns, (iii) estimated SDFs using model-free restrictions, and (iv) structural models in international finance. This paper was accepted by David Simchi-Levi, finance."
/doi/10.1287/orsc.1100.0614," Online communities (OCs) are a virtual organizational form in which knowledge collaboration can occur in unparalleled scale and scope, in ways not heretofore theorized. For example, collaboration can occur among people not known to each other, who share different interests and without dialogue. An exploration of this organizational form can fundamentally change how we theorize about knowledge collaboration among members of organizations. We argue that a fundamental characteristic of OCs that affords collaboration is their fluidity. This fluidity engenders a dynamic flow of resources in and out of the community—resources such as passion, time, identity, social disembodiment of ideas, socially ambiguous identities, and temporary convergence. With each resource comes both a negative and positive consequence, creating a tension that fluctuates with changes in the resource. We argue that the fluctuations in tensions can provide an opportunity for knowledge collaboration when the community responds to these tensions in ways that encourage interactions to be generative rather than constrained. After offering numerous examples of such generative responses, we suggest that this form of theorizing—induced by online communities—has implications for theorizing about the more general case of knowledge collaboration in organizations."
/doi/10.1287/mnsc.1110.1481," The existing outsourcing literature has generally overlooked the cost differential and contract negotiations between manufacturers and suppliers (by assuming identical cost structures and adopting the Stackelberg framework). One fundamental question yet to be addressed is whether upstream suppliers' cost efficiency is always beneficial to downstream manufacturers in the presence of competition and negotiations . In other words, does low cost outsourcing always lead to a win–win outcome? To answer this question, we adopt a multiunit bilateral bargaining framework to investigate competing manufacturers' sourcing decisions. We analyze two supply chain structures: one-to-one channels, in which each manufacturer may outsource to an exclusive supplier; and one-to-two channels, in which each manufacturer may outsource to a common supplier. We show that, under both structures, low cost outsourcing may lead to a win–lose outcome in which the suppliers gain and the manufacturers lose. This happens because suppliers' cost advantage may backfire on competing manufacturers through two negative effects. First, a decrease of upstream cost weakens a manufacturer's bargaining position by reducing her disagreement payoff (i.e., her insourcing profit) because the competing manufacturer can obtain a low cost position through outsourcing. Second, in one-to-two channels, the common supplier's bargaining position is strengthened with a lower cost because his disagreement payoff increases (i.e., his profit from serving only one manufacturer increases). The endogeneity of disagreement payoffs in our model highlights the importance of modeling firm negotiations under competition. Moreover, we identify an interesting bargaining externality between competing manufacturers when they outsource to a common supplier. Because the supplier engages in two negotiations, his share of profit from the trade with one manufacturer affects the total surplus of the trade with the other manufacturer. Because of this externality, surprisingly, as a manufacturer's bargaining power decreases, her profit under outsourcing may increase and it may be more likely for her to outsource. This paper was accepted by Yossi Aviv, operations management."
/doi/10.1287/mnsc.1060.0511," This paper examines how the knowledge-based view (KBV) can be applied to firm boundary decisions and the performance implications of those decisions. At the center of the paper is a theoretical and empirical examination of how firms most efficiently organize to solve different types of problems related to technological development, using the semiconductor industry as the empirical setting. Measures that capture important dimensions of performance support the proposition that organization affects performance in problem solving related to knowledge development. Integrated firms realize performance advantages when problem solving in technological development is ill structured and complex, while the same is true for specialized firms when problem solving in technological development is well structured and simple. Performance differences also arise from the presence of scale economies and scope economies."
/doi/10.1287/mnsc.2018.3254," We investigate the effect of auditing on promoting exports for private firms in emerging markets. Using a sample of private firms from 125 countries between 2006 and 2015, we show that firms that have their financial statements audited have more exports than firms that do not have their financial statements audited. To infer causality, we employ a regression discontinuity design (RDD). Using the discontinuity around the mandatory financial audit threshold, we find that firms slightly above the threshold have more exports than do firms that are slightly below the threshold. We also exploit the countries with exogenous regulation shocks to the mandatory audits. Using the difference-in-differences (DiD) design, we find that firms that are exempted from mandatory audits have less exports subsequent to the regulation change. Further analyses reveal that the effect of auditing is more pronounced in countries with higher audit quality and for firms with limited alternative information. Our findings suggest that the auditing function promotes exports—an important economic consequence for the global economic development. This paper was accepted by Shivaram Rajgopal, accounting."
/doi/10.1287/mnsc.2020.3656," Many operational settings share the following three features: (i) a centralized planning system allocates tasks to workers or service providers, (ii) the providers generate value by completing the tasks, and (iii) the completion of tasks influences the providers’ welfare. In such cases, the planning system’s allocations often entail trade-offs between the service providers’ welfare and the total value that is generated (or that accrues to the system itself), and concern arises that allocations that are good under one metric may perform poorly under the other. We propose a broad framework for quantifying the magnitude of value losses when allocations are restricted to satisfy certain desirable guarantees to the service providers. We consider a general class of guarantees that includes many considerations of practical interest arising (e.g., in the design of sustainable two-sided markets) in workforce welfare and compensation, or in sourcing and payments in supply chains, among other application domains. We derive tight bounds on the relative value loss and show that this loss is limited for any restriction included in our general class. Our analysis shows that when many providers are present, the largest losses are driven by fairness considerations, whereas when few providers are present, they are driven by the heterogeneity in the providers’ effectiveness to generate value; when providers are perfectly homogenous, the losses never exceed 50%. We study additional loss drivers and find that less variability in the value of jobs and a more balanced supply-demand ratio may lead to larger losses. Lastly, we demonstrate numerically using both real-world and synthetic data that the loss can be small in several cases of practical interest. This paper was accepted by Chung Piaw Teo, optimization."
/doi/10.1287/isre.1100.0288," Online storage service providers grant a way for companies to avoid spending resources on maintaining their own in-house storage infrastructure and thereby allowing them to focus on their core business activities. These providers, however, follow a fixed, posted pricing strategy that charges the same price in each time period and thus bear all the risk arising out of demand uncertainties faced by their client companies. We examine the effects of providing a spot market with dynamic prices and forward contracts to hedge against future revenue uncertainty. We derive revenue-maximizing spot and forward prices for a single seller facing a known set of buyers. We perform a simulation study using publicly available traffic data regarding Amazon S3 clients from Alexa.com to validate our analytical results. Our field study supports our analysis and indicates that spot markets alone can enhance revenues to Amazon, but this comes at the cost of increased risks due to the increased market share in the spot markets. Furthermore, adding a forward contract feature to the spot markets can reduce risks while still providing the benefits of enhanced revenues. Although the buyers incur an increase in costs in the spot market, adding a forward contract does not cause any additional cost increase while transferring the risk to the buyers. Thus, storage grid providers can greatly benefit by applying a forward contract alongside the spot market."
/doi/10.1287/opre.1090.0718," In this paper, we study a make-to-stock manufacturing system where two firms compete through dynamic pricing and inventory control. Our goal is to address competition (in particular a duopoly setting) together with the presence of demand uncertainty. We consider a dynamic setting where multiple products share production capacity. We introduce a demand-based fluid model where the demand is a linear function of the price of the supplier and of her competitor, the inventory and production costs are quadratic, and all coefficients are time dependent. A key part of the model is that no backorders are allowed and the strategy of a supplier depends on her competitor's strategy. First, we reformulate the robust problem as a fluid model of similar form to the deterministic one and show existence of a Nash equilibrium in continuous time. We then discuss issues of uniqueness and address how to compute a particular Nash equilibrium, i.e., the normalized Nash equilibrium."
/doi/10.1287/mnsc.1070.0730," Amanufacturer writes supply contracts with N buyers. Then, the buyers invest in innovation, and the manufacturer builds capacity. Finally, demand is realized, and the firms renegotiate the supply contracts to achieve an efficient allocation of capacity among the buyers. The court remedy for breach of contract (specific performance versus expectation damages) affects how the firms share the gain from renegotiation, and hence how the firms make investments ex ante. The firms may also engage in renegotiation design, inserting simple clauses into the supply contract to shape the outcome of renegotiation. For example, when a buyer grants a financial “hostage” to the manufacturer or is charged a per diem penalty for delay in bargaining, the manufacturer captures the gain from renegotiation. “Tradable options,” which grant buyers the right to trade capacity without intervention from the manufacturer, return the gain from renegotiation to the buyers. This paper proves that, under surprisingly general conditions, the firms can coordinate their investments with the simplest of supply contracts (fixed-quantity contracts). This may require renegotiation design, and certainly requires that the firms understand the breach remedy and set their contract parameters accordingly."
