link,abstract
/doi/10.1287/opre.1040.0132," The bullwhip effect (amplification of order variance from a downstream stage in a supply chain to an upstream stage) is widely observed in practice, and is generally considered a major cause of supply chain inefficiencies. But are supply chains always better off with strategies that are designed to dampen the bullwhip effect? This paper considers a model where a single product is sold through multiple retail outlets. The retailers replenish their inventories from a factory, which in turn replenishes its own finished-goods inventory through production. The factory's production capacity is finite, and there are transportation economies of scale in replenishing the retailer inventories. We study two types of replenishment strategies that are widely used in practice, and show that a replenishment strategy that reduces the volatility of orders received by the factory does not necessarily reduce the total costs in the supply chain."
/doi/10.1287/mnsc.13.10.C207," Fifteen years ago hardly anyone had thought seriously about the need of organized management education in India. Soon after Independence in 1947 a high level Commission on Education was appointed by the Government of India with Dr. S. Radhakrishnan (the present President of India) as Chairman to make a comprehensive study of the various aspects of the educational system then existing and make recommendations for its modification for the new requirements of the nation. This commission however, had little to say on management education. But the formulation of a definite program for planned economic development soon after, brought about a complete change in the situation. The need for technically trained and competent administrative personnel became urgent. As a result, during the past one decade there has been an increasing awareness of the need for providing facilities of training in management."
/doi/10.1287/mnsc.2020.3789," We contribute to the growing literature on the effectiveness of corporate boards by examining the effect of two insights that have been largely unexplored in prior studies that use public data. First, since boards’ responsibilities are wide-ranging, more holistic performance measures may better capture the full range of their duties than specific public actions and outcomes (e.g., disclosure of risk management processes, financial restatements, acquisition returns, CEO turnover). And second, because corporate boards share many characteristics of other types of teams, their effectiveness is likely to be influenced by their internal operations. To examine the performance effects of these insights, we use data from 577 directors of U.S. public firms that responded to a survey we conducted in 2015–2016 and qualitative data from interviews of 75 directors. Our study establishes a strong relation between director perceptions of board performance effectiveness and internal board operations. Further, by highlighting the critical role of internal operations, identifying areas of relative strength and weakness in boards’ effectiveness in various activities, and probing director perceptions of their primary responsibilities, we are able to offer concrete suggestions for future research on board effectiveness. This paper was accepted by Shiva Rajgopal, accounting."
/doi/10.1287/orsc.1080.0363," Market mediation literature has been taking primarily a triadic view in studying the role and impact of mediators, actors that occupy a middle position, on supply and demand conditions in markets. Mediating organizations facilitate exchange relationships on a continuous basis between multiple networks of interdependent affiliated actors. An affiliation structure gives rise to the property of duality whereby the behavior and performance of the affiliates affect the behavior and performance of mediators and vice versa. In the context of the banking industry, this study examines how the structural properties of the underlying network of affiliated organizations affect the survival of affiliated organizations and the performance of mediating organizations. The results show that firms that are affiliated with mediating organizations having high customer-set connectedness or with those that are industry specialists increase their chances of survival. Furthermore, mediating organizations having high customer-set connectedness experience lower loan loss than those having lower customer-set connectedness. This study contributes to organizational studies by incorporating a network view to the predominately triadic market mediation literature, explicating the determinants of the effectiveness by which mediating services are rendered, and suggesting new sources of competitive advantage that advance as well as complement established explanations. Implications for the network perspective, organizational technology and the economic theory of the banking firm, as well as firm and mediator management are considered."
/doi/10.1287/mnsc.2020.3658," We propose a discrete-time affine pricing model that simultaneously allows for (i) the presence of systemic entities by departing from the no-jump condition on the factors’ conditional distribution, (ii) contagion effects, and (iii) the pricing of credit events. Our affine framework delivers explicit pricing formulas for default-sensitive securities such as bonds and credit default swaps (CDSs). We estimate a euro-area multicountry version of the model and address economic questions related to the pricing of sovereign credit risk. We find that both frailty (common factors) and contagion phenomena are important to account for the joint dynamics of credit spreads. Our results also provide evidence of credit-event pricing, which is at the source of substantial credit risk premiums, even for short maturities. Finally, we extract measures of depreciation-at-default from CDSs denominated in different currencies. This paper was accepted by Kay Giesecke, finance."
/doi/10.1287/mnsc.2014.2100," Entrepreneurial ventures rely not only on founders but also on “joiners”—start-up employees who are attracted to entrepreneurship, but who do not want to be founders themselves. Drawing on both preference and contextual theories of entrepreneurship, we examine how individuals’ interest in being a founder, a joiner, or neither forms prior to the first career transition. We find that although individuals with founder and joiner interests share similar preferences for entrepreneurial job attributes such as autonomy and risk, their preferences for these attributes also differ in significantly meaningful ways. Contextual factors such as norms, role models, and opportunities exhibit very different relationships with founder and joiner interests. Most interestingly, our results suggest that preferences and context interrelate in unique ways to shape different entrepreneurial interests. In particular, an interest in being a founder is most strongly associated with individuals’ preferences for entrepreneurial job attributes, whereas contextual factors do little to shape a founder interest in individuals who lack these preferences. An interest in being a joiner, on the other hand, is associated with both preferences and context, and this relationship is most pronounced for individuals with preferences that predispose them toward entrepreneurship. This study highlights joiners as a distinct type of entrepreneurial actor and demonstrates the importance of considering the interplay between preferences and context in the study of entrepreneurship. This paper was accepted by David Hsu, entrepreneurship and innovation ."
/doi/10.1287/orsc.1100.0627," We explore the overlooked issue of how certain strategic-level, interindustry diversification options might increase consumer utility. Discussions of inter -industry diversification typically focus on producer synergies obtainable from economies of scope or from skill transfer across business units. Discussions of intra -industry product diversification—generally, the province of marketing—typically focus on synergies obtainable from product bundling, which lowers producer costs or provides convenience for consumers. We take a different tack by linking interindustry diversification and consumer utility. We first separately examine two possible consumer benefits of interindustry diversification: (1) facilitating consumers' accomplishment of two tasks simultaneously or (2) attracting diverse consumer groups to a common platform when intergroup externalities exist. We then assess a simple empirical context that shows potential for simultaneous consumer utilities and two-sided market utility together. We analyze this context and concurrently develop a mathematical model showing how these demand-side synergies can create unique business value. We next introduce asymmetric preferences among consumer subgroups, and we refine our arguments by comparing their conclusions with the empirical data. We learn that combinations of otherwise mundane (i.e., commonplace) assets can create consumer value—“superior” assets are not necessary. Moreover, common ownership is necessary for the pricing flexibility required to deliver (and capture) maximum value through interindustry diversification, especially when consumer groups' preferences may change; the negotiations and settling up required for cooperation through alliances will, without common ownership, increase costs and reduce responsiveness. We discuss the sustainability of demand-side advantages and the implications of these ideas for future research and practice."
/doi/10.1287/mksc.1100.0576," Although advance selling and probabilistic selling differ in both motivation and implementation, we argue that they share a common characteristic—both offer consumers a choice involving buyer uncertainty. We develop a formal model to examine the general economics of purchase options that involve buyer uncertainty, explore the differences in buyer uncertainty created via these two strategies, and derive conditions under which one dominates the other. We show that the seller can address unobservable buyer heterogeneity by inducing sales involving buyer uncertainty via two different mechanisms: (1) homogenizing heterogeneous consumers and (2) separating heterogeneous consumers. Offering advance sales encourages customers to purchase while they are uncertain about their consumption states (more homogeneous), but offering probabilistic goods encourages customers to reveal their heterogeneity via self-selecting whether or not to purchase the uncertain product. The relative attractiveness of these two selling strategies depends on the degree of two types of buyer heterogeneity: (1) Max_Value-Heterogeneity , which is the variation in consumers' valuations for their preferred good, and (2) Strength-Heterogeneity , which is the variation in the strength of consumers' preferences. Neither strategy is advantageous unless the market exhibits sufficient Max_Value-Heterogeneity . However, whereas Strength-Heterogeneity can destroy the profit advantage of advance selling, a mid-range of Strength-Heterogeneity is necessary for probabilistic selling to be advantageous."
/doi/10.1287/orsc.9.3.285," Alliances are volatile key components of many corporations' competitive strategies. They offer fast and flexible means of achieving market access, scale economies, and competence development. However, strategic alliances can encounter difficulties that often lead to disappointing performance. The authors suggest that the way partners manage the collective learning process plays a central role in the success and failure of strategic alliances. Present understanding of interorganizational learning primarily focuses on how the individual organization can be a “good partner” or try to win the internal “race to learn” among the partners. The interorganizational learning dilemma is that (1) being a good partner invites exploitation by partners attempting to maximize their individual appropriation of the joint learning, and (2) such opportunistic learning strategies undercut the collective knowledge development in the strategic alliance. The authors develop a framework for understanding the dilemma through consideration of trade-offs between how collective learning is developed in alliances and how the joint learning outcomes are divided among the partners. They create a typology of five different learning strategies based on how receptive as well as how transparent an organization is in relation to its partners. The strategies are: collaboration (highly receptive and highly transparent); competition (highly receptive and nontransparent); compromise (moderately receptive and transparent); accommodation (nonreceptive and highly transparent); and avoidance (neither receptive nor transparent). Interorganizational learning outcomes are proposed to be the interactive results of the respective partners' type of adopted learning strategy. By synthesizing strategic alliance, organizational learning, collective action, and game theories, the framework contributes to understanding the variety in alliance development, performance, and longevity. Interorganizational learning is likely to be hindered by lack of either motivation or ability to absorb and communicate knowledge between the partner organizations. The dynamics of power, opportunism, suspicion, and asymmetric learning strategies can constitute processual barriers to collective knowledge development. In contrast, prior related interaction between the partners, high learning stakes, trust, and long-term orientation are likely to empower the collective learning process. Comparison of previous case studies and surveys of interorganizational learning provides partial empirical support for the proposed framework. The comparison also indicates several omissions in previous research, such as failure to consider either how receptive or how transparent the partners are, the interaction between their learning strategies, and their dynamic processes over time. Because these omissions are due partly to the methodological limitations of traditional case studies and crosssectional surveys, the authors suggest a bridging case survey design for a more comprehensive test of their interactive, dynamic, and situational framework."
/doi/10.1287/mnsc.2015.2190," Financial institutions use risk measures to calculate the marginal capital cost when expanding the exposure to a certain risk within their portfolio. We reverse this approach by calculating the marginal cost based on economic fundamentals for a profit-maximizing firm and then by identifying the risk measure delivering the correct marginal cost. The resulting measure depends on context. Whereas familiar measures can be recovered in some circumstances, other circumstances yield unfamiliar forms. In all cases, the risk preferences of the institution’s claimants determine how the correct risk measure must weight various default states. Our results demonstrate that risk measures used for pricing and performance measurement should be chosen based on economic fundamentals and may not necessarily adhere to the mathematical properties typically imposed in the literature. This paper was accepted by Jerome B. Detemple, finance ."
