link,abstract
/doi/10.1287/orsc.1120.0742," We provide an analysis of the costs and benefits of blockholding in Europe, where it is a dominant, but certainly not universal, corporate governance strategy for shareholders of publicly listed firms. We find that the effectiveness of blockholding is conditioned by the specific labor institutions that distinguish European countries from the rest of the world, and that these institutional effects involve both competition and cooperation between blockholders and collective labor interests. We also find that relational blockholders are better able to cope with, or benefit from, these institutional effects than arm's-length blockholders. Empirically, we use advanced meta-analytic methods on a total sample of 748,569 firm-year observations, derived from 162 studies covering 23 European countries."
/doi/10.1287/mksc.1080.0462," The universality of design perception and response is tested using data collected from 10 countries: Argentina, Australia, China, Germany, Great Britain, India, The Netherlands, Russia, Singapore, and the United States. A Bayesian, finite-mixture, structural equation model is developed that identifies latent logo clusters while accounting for heterogeneity in evaluations. The concomitant variable approach allows cluster probabilities to be country specific. Rather than a priori defined clusters, our procedure provides a posteriori cross-national logo clusters based on consumer response similarity. Our model reduces the 10 countries to three cross-national clusters that respond differently to logo design dimensions: the West, Asia, and Russia. The dimensions underlying design are found to be similar across countries, suggesting that elaborateness, naturalness, and harmony are universal design dimensions. Responses (affect, shared meaning, subjective familiarity, and true and false recognition) to logo design dimensions (elaborateness, naturalness, and harmony) and elements (repetition, proportion, and parallelism) are also relatively consistent, although we find minor differences across clusters. Our results suggest that managers can implement a global logo strategy, but they also can optimize logos for specific countries if desired."
/doi/10.1287/orsc.1100.0580," Organizations mediate societal cultural belief systems and group-level encounters by filtering, and sometimes transforming, social information regarding which status characteristics are salient during group encounters embedded within organizations. This study uses status characteristics theory to add to our understanding of social status within organizations by explaining why organizations matter in determining which status characteristics will be activated within task groups. By analyzing status rankings within an organization of open source software programmers, we find that the organization develops its own unique shared belief system, which inculcates actors with beliefs about status characteristics that are potentially unique within the boundaries of the organization. Specifically, in this study we find that through a process of status generalization, organizational members create new status markers (location) that are potentially only meaningful for the given social situation, and they selectively nullify others (education and age). To the best of our knowledge, the current study is the first work in the expectation states tradition to demonstrate an outcome for an organization-level selection process for status characteristics. This paper adds to status characteristics theory by empirically analyzing how organizational contexts create boundaries around groups in which new and extant status characteristics are activated and in which predefined characteristics inherited from more global, society-level contexts are deactivated."
/doi/10.1287/mnsc.2013.1734," Disruptive innovations introduce a new performance dimension into a product category, but often suffer from inferior performance on key performance dimensions of their existing substitutes. Hence, the followers of these innovations face an important decision to make: they must choose to improve the new technology either on the key performance dimension shared with the old technology or on the new performance dimension. This paper investigates which path firms should choose when they face such a dilemma in the absence of any cost or capability issues. In doing so, we integrate customer response into the theory of technological evolution and allow preferences on the product choices to be context dependent. We show that context-dependent preferences may encourage the follower to improve the new technology on the new performance dimension. Later, we extend our game to a dynamic one and show that the context-dependent preferences may cause the pioneer to innovate less. This paper was accepted by J. Miguel Villas-Boas, marketing."
/doi/10.1287/inte.2014.0766," Many end-stage renal disease sufferers who require a kidney transplant to prolong their lives have a relative or friend who has volunteered to donate a kidney to them, but whose kidney is incompatible with the intended recipient. This incompatibility can sometimes be overcome by exchanging a kidney with another incompatible patient-donor pair. Such kidney exchanges have emerged as a standard mode of kidney transplantation in the United States. The Alliance for Paired Donation (APD) developed and implemented nonsimultaneous extended altruistic donor (NEAD) chains, an innovative technique that allows a previously binding constraint (of simultaneity) to be relaxed; thus, it permits longer chains and better-optimized matching of potential donors to patients, greatly increasing the number of possible transplants. Since 2006, the APD has saved more than 220 lives through its kidney exchange program, with more than 75 percent of these achieved through nonsimultaneous chains. Other kidney exchange programs have adopted the technology and methods pioneered by APD, resulting in more than 1,000 lives already saved, with the promise of increasing impact in coming years. In 2013, the percentage of transplants from nonsimultaneous chains reached more than six percent of the number of transplants from living donors. In this paper, we describe the long-term optimization and market design research that supports this innovation. We also describe how a team of physicians and operations researchers worked to overcome the skepticism and resistance of the medical community to the NEAD innovation."
/doi/10.1287/orsc.2013.0832," This paper investigates how the pattern of encounters between a firm’s competitors affects the firm’s inclination to follow its competitors into a new market. We theorize that direct encounters between a firm’s rivals lead to a herding effect, making imitative market entry more likely. Past mutual forbearance between a firm’s competitors (resulting from asymmetric multimarket competition) further strengthens this herding effect, by enhancing the firm’s expectations of market attractiveness. In contrast, aggressive past rivalry between the competitors (resulting from symmetric multimarket contact) dampens these expectations, producing a competition effect that makes herding less probable. We test our idea in two distinct contexts—the Chinese pharmaceutical industry and the Taiwanese computer hardware industry—and find consistent support in both settings. We discuss how our analysis of what we call the “structure of competition” can be extended to research on other forms of firm behavior."
/doi/10.1287/mnsc.2014.1991," Motivated by retailers' frequent introduction of new items to refresh product lines and maintain their market shares, we present the assortment packing problem in which a firm must decide, in advance, the release date of each product in a given collection over a selling season. Our formulation models the trade-offs among profit margins, preference weights, and limited life cycles. A key aspect of the problem is that each product is short-lived in the sense that, once introduced, its attractiveness lasts only a few periods and vanishes over time. The objective is to determine when to introduce each product to maximize the total profit over the selling season. Even for two periods, the corresponding optimization problem is shown to be NP-complete. As a result, we study a continuous relaxation of the problem that approximates the problem well, when the number of products is large. When margins are identical and product preferences decay exponentially, its solution can be characterized: it is optimal to introduce products with slower decays earlier. The structural properties of the relaxation also help us to develop several heuristics, for which we establish performance guarantees. We test our heuristics with data on sales and release dates of women’s handbags from an accessories retailer. The numerical experiments show that the heuristics perform very well and can yield significant improvements in profitability. This paper was accepted by Yossi Aviv, operations management ."
/doi/10.1287/mnsc.1110.1473," We characterize the effect of anticipated regret on consumer decisions and on firm profits and policies in an advance selling context where buyers have uncertain valuations. Advance purchases trigger action regret if valuations turn out to be lower than the price paid, whereas delaying purchase may cause inaction regret from missing a discount or facing a stockout. Consumers whom we describe as emotionally rational act strategically in response to the firm's policies and in anticipation of regret. In this context, regret explains two types of behavioral patterns: inertia (delayed purchase) and frenzies (buying early at negative surplus). We show how firms should optimally respond to consumer regret and also characterize a normative regret threshold above which they should not advance sell. Action regret reduces profits as well as the value of advance selling and booking limit policies for price-setting firms; inaction regret has the opposite effects. These effects are diminished by capacity constraints and are reversed for firms facing price pressure in the advance period (owing, e.g., to competition or market heterogeneity). Regret heterogeneity explains premium advance selling for the capacity-constrained firm, which may benefit from larger shares of regretful buyers. Finally, we show how the negative effects of regret on profits can be mitigated by regret-priming marketing campaigns and by offering refunds or options or allowing resales. Our results highlight the importance of assessing the relative strength of regret within and across market segments and of accounting for these factors in pricing and marketing policies. This paper was accepted by Christian Terwiesch, operations management."
/doi/10.1287/mnsc.2021.4077," This paper examines the behavior of job seekers and recruiters in the labor market for software engineers. I obtained data from a recruiting platform where individuals can self-report their computer programming skills and recruiters can message individuals they wish to contact about job opportunities. I augment this data set with measures of each individual’s previous programming experience based on analysis of actual computer source code they wrote and shared within the open-source software community. This novel data set reveals that candidates’ self-reported technical skills are quantitatively important predictors of recruiter interest. Consistent with social psychology and behavioral economics studies, I also find female programmers with previous experience in a programming language are 11.07% less likely than their male counterparts to self-report knowledge of that programming language on their resume. Despite public pronouncements, however, recruiters do not appear more inclined toward recruiting female candidates who self-report knowing programming languages. Indeed, recruiters are predicted to be 6.47% less likely to express interest in a female candidate than a male candidate with comparable observable qualifications even if those qualifications are very strong. Ultimately, a gender gap in the self-reporting of skills on resumes exists; but recruiters do not appear to be adjusting their response to such signals in ways that could increase the representation of women among software engineering recruits. This paper was accepted by Yan Chen, behavioral economics and decision analysis."
/doi/10.1287/ited.4.1.37," Today many end-users implement software tools on their own due to their high, general computer literacy and the increased user-friendliness of the software. The most popular and ubiquitous software packages to implement such personal productivity tools for analytical purposes are spreadsheets. A general problem is that a typical knowledge worker in the role of an end-user does not have explicit training in software engineering. Therefore, in this article some aspects of software engineering in general and spreadsheet engineering in particular are discussed. Based on this discussion several guidelines for implementing spreadsheet-based tools are given. Applying these guidelines helps to design spreadsheet-based tools that can be easily reused, extended, and shared with other users. A case study illustrates how to use Microsoft Excel to implement a tool which is in compliance with these guidelines. The case study is designed as an introduction for MBA students on how to implement spreadsheet-based analytical tools."
